## RunInfo	version:0.6.5	annotated_features:14968	total_fragments:53446194	pair_mapped:0	pair_mixed:0	single_mapped:39308284	unmapped:14137910	unique:24726768	ambig:14581516	overlap_unique:62904	overlap_ambig:984008
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HERVI_12p13.31	8749	839	839.00	0.00116	853	788	839	839	839.00	0.00116
HERVH_Xq21.31a	5965	819	319.00	0.00124	121724	17	425	1163	1196.28	0.00138
PRIMA41_4q13.3	10898	814	814.00	5.49e-07	1677	814	921	931	930.67	6.74e-07
HUERSP1_6q27	7175	813	773.00	0.000818	963	641	910	916	917.25	0.000845
HERVH_7p15.3c	5741	805	337.00	0.00104	81586	47	568	1022	1015.87	0.00111
HERVH_5q32b	4691	789	551.00	0.000796	56864	95	729	1165	1137.73	0.00106
HERVH_Xq23f	5489	766	609.00	0.000729	30186	43	635	763	746.34	0.000649
HERVH_1p13.2b	5910	756	684.00	0.000847	4139	212	768	800	798.68	0.000899
HERVH_7p21.1b	5847	726	615.00	0.000797	24969	109	645	807	798.37	0.000806
HERVH_6q22.31h	5916	685	297.00	0.00103	101406	11	464	1099	1049.60	0.00125
HERVH_Xq25a	5782	668	406.00	0.000904	70655	15	571	941	924.12	0.00105
HERVH_9q31.1	6341	655	538.00	0.000847	18668	50	567	625	638.07	0.000779
HERV9_Yq11.221d	10316	655	485.00	0.000782	1703	238	934	1004	1005.12	0.00119
HERVH_13q21.1b	5872	644	245.00	0.000602	87598	31	858	1360	1380.36	0.00113
HERVH_2q32.1d	5639	631	573.00	0.000728	9159	179	622	654	661.74	0.000716
MER41_Xq25a	3488	614	614.00	0.000905	616	584	614	614	614.33	0.000905
HERVH_7q21.3b	5618	614	489.00	0.000684	23723	27	554	645	654.27	0.000636
HERVI_18q21.1	9680	610	608.00	0.000751	725	490	625	627	629.08	0.000761
HERVH_1q42.2c	5831	604	270.00	0.000941	118633	34	412	1211	1206.93	0.00141
HERVIP10F_3p21.31	6053	600	596.00	0.000692	677	434	603	605	608.50	0.000699
ERV316A3_7q31.1c	6561	597	597.00	2.04e-09	1010	597	736	746	744.50	8.6e-09
HERVH_2q34d	5620	588	279.00	0.000809	88598	31	560	1100	1099.19	0.00125
HERVH_10q24.31a	7479	585	444.00	0.000613	4638	243	717	733	730.23	0.000807
HERVH_8q13.3b	5724	568	370.00	0.000668	89210	32	565	1072	1108.93	0.00108
HERVW_13q21.1	8112	561	528.00	0.000651	1419	99	544	601	599.25	0.000687
HML3_5p15.33d	4350	553	545.00	0.00067	670	170	524	535	536.95	0.00065
HERVH_3q25.2d	6362	548	497.00	0.000538	17839	212	611	672	672.79	0.000648
HERVH_5q21.3a	5499	541	332.00	0.000786	71185	58	508	877	885.10	0.00102
HERVH_19q13.12a	5549	535	340.00	0.000693	48722	44	368	540	534.91	0.000623
HERVH_9q22.31a	6526	527	524.00	0.000514	584	465	522	522	523.23	0.000514
MER61_12p13.31b	3455	526	524.00	0.000679	536	446	524	525	525.90	0.000679
HERVH_10q23.31c	5740	518	307.00	0.000932	83271	9	463	2178	2192.88	0.00243
HERVH_4q22.1j	5701	511	373.00	0.000522	76288	88	480	909	891.11	0.000832
PABLB_9q34.3	6097	508	504.00	0.000602	658	490	530	541	538.37	0.000617
HERVH_2q33.3a	5788	492	243.00	0.000727	108019	26	522	1020	1051.54	0.00116
HERVE_8p23.1h	8324	492	59.00	0.000387	937	0	60	257	255.59	0.000296
HUERSP2_21q22.3	5772	477	474.00	0.000484	655	443	487	509	510.12	0.000522
HERVH_Yp11.2b	5641	469	285.00	0.000723	76474	37	497	1809	1809.64	0.00211
HML3_5p15.33c	3112	448	445.00	0.000556	720	102	394	417	420.93	0.00052
HML5_12q12a	4958	446	444.00	0.000506	458	372	446	446	446.04	0.000505
MER4B_11q13.2	4019	437	437.00	3.94e-10	10259	437	1524	2860	2852.52	3.36e-05
HERVH_2q32.1b	8208	432	295.00	0.000573	51304	15	325	551	575.74	0.000701
MER61_19p12c	1881	420	419.00	0.000593	452	398	428	430	430.50	0.000595
HERVH_2p14c	5614	412	274.00	0.000483	57884	27	351	696	665.85	0.000678
HERVH_19p13.2d	10147	411	391.00	0.000456	1135	206	470	531	530.02	0.000637
HERVH_16q22.1	9596	410	234.00	0.00064	124183	28	374	1036	1029.39	0.0011
HARLEQUIN_17q21.31	7453	409	398.00	0.000516	737	108	381	398	401.54	0.00049
HERVK11_8p23.1c	7038	399	27.00	0.000248	1431	1	38	291	288.02	0.00029
HERVH_6q16.1a	5594	388	203.00	0.000564	103386	56	400	930	920.80	0.00099
LTR46_Xq11.1	8410	386	386.00	0.000506	400	384	386	387	387.92	0.000506
HML5_12q23.1	6097	384	384.00	0.000509	396	266	381	382	382.50	0.000508
HERVH_4q22.1f	6060	380	257.00	0.000511	69920	18	411	653	662.10	0.000749
HERVH_13q14.3d	2602	371	250.00	0.000538	62841	13	426	1163	1161.59	0.000963
ERV316A3_4p15.32b	1013	370	360.00	0.000285	403	344	379	380	381.75	0.000295
ERV316A3_18q11.2c	1591	369	369.00	0.000347	369	365	369	369	369.00	0.000347
HERVS71_8p23.1b	7316	368	44.00	0.000269	716	0	50	221	214.20	0.000221
HERVH_1p31.1j	5925	359	234.00	0.000426	83493	19	418	772	791.43	0.000837
HUERSP3_6p21.32	7265	358	354.00	0.000426	591	311	379	389	389.94	0.00046
HERVH_1q42.2a	7879	357	322.00	0.000421	29143	32	376	500	493.68	0.000527
HML1_11q13.4	8585	350	349.00	0.00046	596	262	353	357	358.83	0.000461
HERVH_1q41c	7088	343	162.00	0.000598	103039	1	172	974	988.60	0.00113
HERVH_Xq22.2c	4246	337	311.00	0.000384	3065	51	318	345	350.57	0.000404
HERVEA_19p13.11	2255	336	332.00	0.000491	435	67	343	347	348.71	0.000505
ERVLE_4q22.1b	575	333	333.00	0.000322	333	332	333	333	333.00	0.000322
HERVFC1_7q11.21	5264	333	330.00	0.000284	347	41	274	291	293.50	0.000253
HERVH_5p15.31b	5752	323	186.00	0.000516	87459	29	349	777	795.01	0.000783
HERVIP10FH_14q11.2	6143	322	312.00	0.00042	480	102	323	330	327.59	0.000422
HML2_3q12.3	9123	314	203.00	0.000449	5623	24	245	454	432.41	0.000551
HERVH48_21q22.3	9135	314	311.00	0.000325	508	222	322	337	338.67	0.000333
HERVH_7q35c	5407	312	194.00	0.000341	29410	30	271	340	355.25	0.000395
HERVH_13q14.3c	5741	308	216.00	0.000373	19175	21	448	594	603.13	0.000503
MER41_Xq21.33b	4545	306	306.00	0.000411	310	299	307	307	307.50	0.000411
HERVH_9q33.1b	5738	304	205.00	0.00029	45180	17	333	461	493.55	0.000441
ERV316A3_6q24.1a	6170	300	300.00	0.000358	303	300	300	300	300.00	0.000358
PRIMA4_12p11.21a	4080	297	297.00	0.000288	319	297	298	299	299.33	0.000288
ERVLB4_21q21.3e	3529	289	288.00	0.000323	290	162	289	289	289.01	0.000323
MER41_Xq25b	724	284	284.00	0.000423	284	264	284	284	284.00	0.000423
MER4B_Xq23a	6662	284	266.00	0.000383	681	237	334	355	357.67	0.000415
HERVH_19p13.2c	6219	276	273.00	0.000274	660	139	266	273	270.97	0.000269
HARLEQUIN_19p12b	6994	271	258.00	0.000311	609	93	264	286	282.05	0.000318
MER4B_Xq21.33	9585	270	265.00	0.00036	324	226	283	285	285.17	0.000365
MER61_1q31.1a	2510	267	266.00	0.000302	273	254	270	270	270.00	0.000302
HERV3_7q11.21	9613	265	265.00	0.00024	271	256	266	266	266.00	0.00024
MER41_1q44a	2764	262	259.00	0.000339	351	226	273	282	278.70	0.000346
HML4_8q24.3	11675	258	223.00	0.000246	989	94	385	395	396.69	0.00039
HERVK11_15q15.1	4013	255	235.00	0.000369	556	69	326	329	331.32	0.000453
MER101_2q35a	3136	255	255.00	0.000338	256	255	255	256	255.33	0.000338
HML1_19q13.43	8274	248	241.00	0.000261	439	195	257	261	262.33	0.000261
HERVE_11p15.4	8183	248	125.00	0.000249	885	1	120	171	169.02	0.000206
HERVL_10p13a	6533	248	240.00	0.00024	318	119	249	253	253.70	0.000242
HERVH_14q24.2a	8443	245	178.00	0.000184	13737	12	149	245	235.27	0.000225
HUERSP3_6q22.31	9240	235	233.00	0.0003	246	199	233	233	233.70	0.0003
HERVH_4p16.3c	5635	234	190.00	0.000237	18609	26	207	294	295.05	0.000284
HERVH_4p15.2b	4927	232	181.00	0.000328	40585	10	224	388	407.36	0.000449
MER101_16p12.2a	1098	230	34.00	0.000283	537	0	0	105	104.17	0.000131
HERVH_6p22.3c	5727	228	166.00	0.000258	35140	37	189	476	466.18	0.000419
HERVH_1p13.2c	2813	221	206.00	0.000326	1240	167	297	303	301.80	0.000407
HERVH_2q33.1a	9317	221	191.00	0.000224	4440	57	220	246	248.01	0.000243
HERVH48_19p12b	6266	220	217.00	0.00025	315	139	232	233	238.62	0.000274
HUERSP3B_16p11.2a	6990	219	216.00	0.000249	339	163	236	242	241.53	0.000272
ERVLE_15q25.3b	2292	218	218.00	0.000224	218	218	218	218	218.00	0.000224
HARLEQUIN_21q22.3b	6006	211	206.00	0.000226	478	34	209	213	213.14	0.000222
HERVH_Xq21.33a	6270	204	158.00	0.000242	76204	29	198	492	489.55	0.000592
HERVIP10FH_21q22.12	4981	200	197.00	0.000232	279	97	204	204	204.78	0.000234
HERVW_1p33a	5545	200	190.00	0.000216	582	42	222	240	232.88	0.000227
HERVH_14q21.3c	5887	200	168.00	0.000201	24550	26	192	361	352.26	0.000255
HERVL_7p21.3a	6266	197	188.00	0.000246	265	89	191	192	193.16	0.000246
HERVH_16p13.2e	12415	195	143.00	0.00025	68477	22	172	402	395.34	0.000419
HERVH_6p23	5882	194	37.00	0.00023	90850	14	336	765	742.63	0.000798
MER4_Xq21.31c	4199	193	173.00	3.47e-05	1491	170	420	458	454.00	6.09e-05
HARLEQUIN_5q14.2	6470	190	181.00	0.000271	604	119	201	226	227.80	0.000289
ERVLB4_9q22.33b	2071	189	189.00	0.000251	189	189	189	189	189.00	0.000251
HERVH_11q21e	9810	188	63.00	0.000205	32495	6	159	290	288.01	0.000268
HERVH_5q35.1a	5784	188	106.00	0.000193	31475	6	150	270	267.90	0.000265
HML5_2p13.2	7719	181	181.00	0.000222	194	148	181	182	182.00	0.000222
HERVH_11q23.3b	3981	180	132.00	0.000214	27609	2	167	262	264.82	0.000291
HERVH_7q11.23b	9651	176	163.00	0.000198	9510	38	172	199	202.29	0.000203
HERVS71_10q21.1	9722	172	169.00	0.000192	186	122	170	170	170.33	0.000192
HML6_Xp11.22	4713	171	170.00	0.000213	195	81	173	175	174.42	0.000213
PRIMA41_19p12d	3328	171	167.00	0.000186	248	136	184	189	187.33	0.00019
ERVL_Xp11.22a	5983	169	168.00	0.000182	250	155	175	186	184.67	0.000182
ERV316A3_5p14.3d	6365	168	168.00	0.000205	170	168	169	169	169.00	0.000205
ERV316A3_21q22.3e	6349	167	167.00	0.000169	198	167	167	167	169.08	0.000169
HERVH_Xq22.2b	1741	160	141.00	0.000196	1971	25	175	182	185.50	0.000209
MER4B_2q31.1	3655	159	159.00	2.35e-09	280	159	206	209	208.33	1.12e-08
HERVH_14q32.12a	8067	158	135.00	0.000179	4095	35	144	153	153.40	0.000176
HERVK11_4p16.3	7038	158	119.00	0.000171	1279	18	210	261	269.13	0.000264
HML3_13q12.11a	4909	157	152.00	0.000199	408	42	152	166	162.20	0.000198
MER4_Xp22.2d	5765	156	150.00	0.000203	438	85	162	167	164.53	0.000212
HARLEQUIN_21q22.3a	5582	156	145.00	0.000184	381	37	155	163	162.81	0.000186
HERVH_21q22.13	4583	156	118.00	0.000176	14632	21	143	189	191.46	0.000189
HERVE_12p13.31a	8319	155	108.00	0.000184	865	6	117	156	161.45	0.000167
HERVW_2p22.3	7034	153	139.00	0.000156	587	55	148	154	154.85	0.000161
MER4_9q22.31b	2480	152	151.00	0.000167	178	109	155	156	156.58	0.000167
HERVH_5p14.3a	5756	150	58.00	7.46e-05	82658	7	193	439	455.79	0.00035
HERVH_12q21.2b	5778	149	33.00	0.000281	97817	1	115	713	720.74	0.000967
HERVL_11q12.1c	1268	146	141.00	0.00022	182	92	163	163	164.02	0.000232
HML4_17q21.31	28633	146	145.00	0.000193	852	114	148	265	270.23	0.000305
HERVH_19q13.42c	5595	145	102.00	0.000232	35875	5	128	312	331.30	0.000385
HERVL_9q32	3725	143	139.00	0.000163	283	82	152	157	156.09	0.000165
ERVLB4_10p13c	9150	143	143.00	0.000137	157	143	144	144	144.00	0.000137
HERVH_19p12a	9095	140	98.00	0.000204	22792	13	102	265	261.36	0.000306
PABLB_7q11.21	8956	140	140.00	0.000142	212	140	142	145	144.25	0.000148
HERVH_6q24.1c	6117	139	61.00	0.000178	86557	14	217	612	614.98	0.000609
HARLEQUIN_Xq23b	7790	139	125.00	0.000135	563	31	133	142	139.34	0.000137
HERVH_2q14.1c	5757	137	75.00	0.000186	89717	6	150	689	678.35	0.0008
HERVH_12p13.2c	5528	136	94.00	0.000196	36029	17	125	260	273.46	0.000265
ERVLB4_17q22c	1963	135	135.00	0.000169	135	135	135	135	135.00	0.000169
HML2_5q33.3	9180	134	4.00	0.000365	9552	0	5	527	526.89	0.000744
HERVL18_9p24.1	6463	134	134.00	0.000104	134	117	133	133	133.00	0.000104
HERVS71_7p14.3	10030	133	132.00	0.000162	161	93	132	132	132.50	0.000162
HERVH_5q13.3a	5816	130	2.00	0.000334	101706	0	254	1020	1093.59	0.00102
PRIMA4_12p11.21b	7481	128	128.00	3.05e-05	364	122	134	144	141.75	3.09e-05
HERVH_Xq23l	5775	127	76.00	0.000235	106340	17	207	840	877.07	0.00106
HML2_4p16.1b	9595	126	97.00	0.000147	609	4	117	133	129.28	0.000146
ERVLB4_3q11.2f	3325	124	124.00	0.000182	164	124	124	126	125.58	0.000182
HERVH_Xq26.2	5740	124	73.00	0.000125	24915	6	109	198	192.31	0.000188
MER34B_22q13.31	1598	124	122.00	0.000125	224	121	129	138	137.87	0.000127
HUERSP3_11p15.1	8314	123	122.00	0.000137	131	116	124	124	125.00	0.000137
HERVH_6q22.31c	5879	121	25.00	0.000229	108852	2	134	788	802.89	0.000948
HML3_1q21.3a	5140	121	113.00	0.000163	304	19	116	119	117.84	0.00016
HERVH_8q22.1c	4235	120	120.00	0.000113	164	115	123	123	123.25	0.000113
ERV316A3_1p32.3b	3601	119	119.00	0.000146	186	119	120	124	121.92	0.000149
HUERSP3B_Xp11.22	3825	119	116.00	0.000131	139	58	122	122	122.12	0.000133
HERVH_11q25a	5745	119	81.00	0.000109	20925	19	147	201	206.22	0.000151
ERV316A3_1q42.2b	3047	118	118.00	0.00013	119	118	119	119	119.00	0.00013
PABLA_2p25.1	3281	118	118.00	0.000101	206	111	120	127	126.75	0.000101
HERVH_14q11.2b	2213	117	104.00	9.38e-05	1238	40	141	143	143.59	0.000129
ERVLB4_2q13c	2366	117	1.00	6.06e-05	117	0	1	50	56.19	4.8e-05
HERVL_22q13.31	6914	116	116.00	0.000143	303	70	119	121	122.04	0.000145
HUERSP3_11p13	9664	115	114.00	0.000111	212	98	115	123	120.70	0.000112
ERVLB4_3p21.31a	4979	113	113.00	0.000115	210	103	121	129	129.15	0.00012
HARLEQUIN_6p21.31	5947	112	98.00	0.00015	437	17	111	118	118.63	0.000152
HERVH48_5p12	2953	112	112.00	0.000132	120	70	112	112	112.00	0.000131
HARLEQUIN_1p13.2a	6545	111	110.00	0.000167	367	67	111	114	112.81	0.000166
HML6_19q13.41f	7244	111	111.00	0.000127	176	75	107	110	109.00	0.000127
MER41_1q44b	3137	109	106.00	0.000132	192	80	114	119	119.40	0.000134
HERVH_2q35b	5824	107	24.00	0.000252	117396	2	63	766	798.03	0.00101
HERVIP10FH_19q13.43	6246	106	101.00	0.000123	337	84	133	139	138.46	0.000143
HERVE_19q12	8838	106	102.00	9.49e-05	149	59	103	105	105.67	9.49e-05
HUERSP3_1p36.13	2564	105	105.00	0.000135	133	92	110	114	112.42	0.000144
HERVH_1p13.2a	5659	105	81.00	0.000114	8324	17	102	141	133.48	0.000129
ERVLE_22q13.33	4040	104	103.00	0.000129	136	102	108	110	109.67	0.000129
HERVE_19p13.2	4373	104	104.00	0.000121	127	93	104	104	104.00	0.000121
ERV316A3_8q13.3a	4749	104	103.00	9.04e-06	12957	103	2247	2373	2374.00	3.75e-05
HERVH_15q25.2	6024	103	87.00	0.000139	6682	18	102	115	115.96	0.000144
HERVH_14q22.1a	3721	102	31.00	0.000134	78345	12	173	691	670.99	0.000626
HERVH_8p23.1c	3538	102	15.00	8.52e-05	8844	0	17	98	99.44	9.87e-05
MER41_1p36.12	12630	102	97.00	3.77e-06	817	88	132	159	157.50	1.41e-05
MER101_2q37.1	3028	101	99.00	0.000138	208	97	111	116	113.50	0.00014
MER41_22q12.3e	7271	101	101.00	0.000113	114	92	104	104	104.20	0.000113
HERV3_19p13.3	2229	100	98.00	5.89e-05	204	90	101	106	105.67	5.92e-05
HERVH_6q23.2a	5840	98	54.00	0.000148	76000	17	167	399	405.71	0.000449
HARLEQUIN_7q22.1	8486	98	91.00	0.000114	737	35	96	114	114.53	0.000126
HERVH_6q22.1c	6404	98	88.00	7.71e-05	5648	27	104	137	126.89	8.71e-05
LTR19_6q25.3b	1875	97	90.00	0.000121	121	77	103	105	104.25	0.000123
ERV316A3_6p21.33c	5624	97	97.00	7.98e-05	112	95	97	97	97.00	7.99e-05
HERVH_4q22.1b	1626	94	66.00	0.000141	22582	13	151	359	361.59	0.000415
HERVH_3p22.1a	5787	94	65.00	0.000135	25767	2	139	222	209.04	0.000203
HERVH_4p16.1a	6311	94	66.00	9.61e-05	23799	12	91	165	168.34	0.000187
HERVK11_8p23.1a	7056	93	64.00	0.000146	1458	13	107	221	225.81	0.00022
HERVL74_16q24.3	1295	93	93.00	9.15e-05	93	93	93	93	93.00	9.15e-05
HERVFH21_11p15.4	6144	93	92.00	8.05e-05	98	80	93	94	93.50	8.06e-05
MER4_7p14.3a	4043	91	89.00	0.000144	125	82	96	96	96.25	0.000147
MER34B_9p21.3b	7441	91	91.00	0.000142	276	89	93	98	97.70	0.000142
LTR19_Xp22.33	3474	90	87.00	0.000101	513	70	105	115	113.24	0.000107
MER4_9q22.31a	3453	90	89.00	0.000101	134	68	98	98	98.00	0.00011
HERVH_6q23.2c	5765	89	52.00	0.000163	72593	10	118	525	529.93	0.000643
HERVH_19q13.41a	6632	89	87.00	0.000107	1511	42	89	93	93.14	0.00011
HERVH_7q31.1a	5846	89	61.00	4.15e-05	22253	6	100	144	145.77	9.02e-05
HERVW_7q31.32	5941	88	84.00	0.000124	230	32	89	93	92.00	0.000125
MER41_6p21.32	3164	88	86.00	7.67e-05	307	82	93	106	106.08	8.25e-05
HERVKC4_6p22.1	8759	86	86.00	8.41e-05	311	69	93	106	101.42	9.32e-05
MER101_18q21.1b	4502	85	84.00	0.000129	104	84	91	91	91.00	0.000135
HML3_19p13.2c	5809	85	81.00	0.000112	262	35	77	79	80.29	0.000103
ERVLB4_3q25.2c	4230	85	85.00	8.12e-05	85	85	85	85	85.00	8.12e-05
HERV3_3q13.2	6674	84	83.00	8.22e-05	94	74	90	90	90.00	8.28e-05
HERVFH21_16p11.2	6994	84	80.00	7.63e-05	340	57	87	92	96.07	8.11e-05
HML2_11q23.3	9160	83	75.00	0.000131	8087	13	132	312	312.40	0.00037
HERV4_19q13.41	2471	83	81.00	7.77e-05	126	76	87	89	89.08	8.15e-05
HERVH_2q32.1c	5787	83	32.00	7.61e-05	45556	2	134	390	397.74	0.000288
HERVH_22q12.3a	5750	82	45.00	0.000167	88083	2	121	528	508.96	0.00068
HERVH_5q31.1a	10301	82	75.00	8.45e-05	1520	35	91	98	98.47	9.71e-05
MER61_2q31.1b	5015	81	76.00	8.64e-05	432	74	147	192	191.94	0.00017
HERVH_12p13.31c	5698	80	63.00	0.000114	25242	2	90	307	300.77	0.000378
HERVE_7q21.3	4075	80	79.00	8.62e-05	156	10	67	74	74.04	8.45e-05
HERVH_3q27.3a	5917	78	65.00	9.9e-05	11572	11	80	110	105.98	0.000122
HUERSP3B_16p11.2b	3541	78	78.00	8.59e-05	286	62	89	109	105.75	0.000103
HERVIP10FH_15q25.1	2091	78	77.00	5.3e-05	80	76	77	78	77.50	5.3e-05
HERVH_8q24.21b	5730	77	44.00	0.000113	63381	6	95	305	312.82	0.000371
MER4_3q29f	3792	76	70.00	0.000114	108	25	68	74	73.79	0.00011
HERVL_12p13.1c	12387	75	73.00	0.00011	116	51	77	77	77.13	0.000109
HERVH_6q11.1a	6087	73	62.00	9.04e-05	10144	17	69	112	116.61	0.000146
MER4_Xq21.33d	2595	72	71.00	7.8e-05	75	71	75	75	75.00	7.9e-05
HERV3_7q34a	9392	72	72.00	7.52e-05	74	71	73	73	73.00	7.52e-05
HERVL_3q26.1d	2386	72	69.00	7.06e-05	77	45	75	75	75.00	7.1e-05
PABLA_16p13.3a	1413	71	71.00	0.000116	128	68	72	74	75.33	0.000118
HERVH_10p14b	5871	71	48.00	0.000111	83915	0	93	429	440.42	0.000494
PRIMA4_10p12.1	20590	71	71.00	9.01e-05	435	71	71	122	122.58	0.000177
LTR19_6q25.3a	2206	70	70.00	0.000104	73	50	69	69	69.25	0.000104
HERVH_1q32.3b	4674	69	52.00	0.000147	104414	13	128	927	929.68	0.00101
HERV4_19q13.43a	1908	69	69.00	0.000108	73	68	71	71	71.00	0.000108
ERV316A3_6p25.1b	1879	69	69.00	5.45e-05	69	69	69	69	69.00	5.45e-05
HERVIP10FH_1p33b	2632	68	64.00	4.72e-05	164	48	81	87	87.53	6.86e-05
HERV3_19q13.42b	5096	67	60.00	6.07e-05	105	41	62	66	68.50	5.97e-05
