## RunInfo	version:0.6.5	annotated_features:14968	total_fragments:195957489	pair_mapped:127262267	pair_mixed:50248528	single_mapped:0	unmapped:18446694	unique:112098744	ambig:65412051	overlap_unique:839655	overlap_ambig:1404841
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HML3_5p15.33c	3112	970	906.00	0.000733	1453	336	947	966	968.41	0.000721
HML5_12q23.1	6097	939	935.00	0.000725	957	840	941	942	941.82	0.000725
MER4_22q12.3	6078	931	928.00	0.000765	1079	879	943	945	945.83	0.000765
HML3_19q13.2	6672	918	861.00	0.000783	1487	706	989	991	993.92	0.000797
PABLA_2p25.1	3281	915	910.00	0.000595	1086	877	951	957	956.33	0.000595
HUERSP1_9q22.33	4050	899	898.00	0.000683	1006	888	907	909	910.33	0.000683
HERVW_2p12a	7809	892	853.00	0.000605	1175	561	957	965	963.16	0.000608
HERVIP10F_13q34	5304	878	877.00	0.000597	893	651	880	881	882.17	0.000597
MER61_Xq21.31a	4981	867	863.00	0.000479	926	831	904	905	906.50	0.000479
ERVLE_7q36.2d	3487	841	838.00	0.000608	861	835	847	848	848.00	0.000608
HERVW_6q21b	1331	841	820.00	0.00057	896	522	857	858	859.73	0.000571
HERVL40_7q21.12b	4726	837	837.00	0.000737	844	833	839	839	839.00	0.000737
MER4B_2q31.1	3655	823	816.00	2.81e-09	3335	805	1038	1053	1048.50	5.63e-08
LTR19_6q25.3b	1875	813	808.00	0.000501	860	792	826	827	827.00	0.000501
MER61_6q24.1b	2951	813	811.00	0.000421	925	792	835	850	851.50	0.000421
ERVLB4_8p23.1j	4061	811	808.00	0.000503	839	804	819	823	822.50	0.000503
MER41_8q24.3	7171	808	736.00	0.000587	2516	653	899	918	916.75	0.000619
HERVH_19q13.32b	1746	787	762.00	0.000331	1032	623	799	830	833.64	0.000331
HERVH_12p12.1a	5742	786	715.00	0.000462	1877	240	776	792	791.73	0.000454
HERVH_9q22.31a	6526	781	777.00	0.000501	6597	755	809	850	847.73	0.000501
HML3_3q22.1	6076	772	757.00	0.000578	1061	377	782	786	785.89	0.000578
HUERSP3_1p36.13	2564	755	753.00	0.000526	822	750	763	763	764.00	0.000526
HERVFRD_2p11.2	6763	746	746.00	0.000571	953	741	752	761	758.71	0.000571
HERVIP10FH_6q26b	6221	732	724.00	0.000435	974	556	747	747	748.55	0.000435
HERVL74_2q11.2	3887	728	727.00	0.000401	733	726	729	730	729.50	0.000401
HML3_13q12.11a	4909	717	661.00	0.000554	1361	235	830	843	842.77	0.000634
MER61_5p14.1	5900	716	716.00	0.000397	729	709	719	721	721.00	0.000397
HERVH_Xp22.2c	5233	714	541.00	0.000245	4136	97	650	683	682.14	0.000235
HML2_21q21.1	8304	701	674.00	0.000538	3137	133	907	944	934.35	0.000603
HERVP71A_6p22.1	7878	700	698.00	0.000222	830	694	706	710	709.67	0.000222
ERVLB4_17q22c	1963	698	698.00	0.000516	700	698	698	698	698.00	0.000516
MER101_16p12.2a	1098	687	24.00	0.00045	1133	0	0	237	230.29	0.000165
HML5_2p13.2	7719	686	684.00	0.000353	724	636	689	689	690.00	0.000353
HERVI_15q25.1	2277	685	677.00	0.000649	849	609	690	693	692.50	0.000649
HERVH_19q13.42c	5595	685	604.00	0.000482	4561	116	719	739	740.87	0.000519
ERVL_1q44a	2152	666	665.00	0.000559	733	661	674	675	675.00	0.000559
HML5_19q11	4400	666	627.00	0.000302	1117	579	840	881	891.00	0.000302
PABLB_7q11.21	8956	665	663.00	0.000446	822	650	694	701	704.50	0.000447
PRIMA41_5q35.2	1373	644	638.00	0.00045	778	602	683	701	706.83	0.00045
HERVH_11q13.4a	3540	643	555.00	0.000428	2737	45	551	583	579.76	0.000399
HERVL_7p21.3a	6266	628	622.00	0.000502	691	498	626	631	628.94	0.000501
HERVIP10FH_15q25.1	2091	624	619.00	0.000402	702	495	634	636	636.50	0.000403
ERV316A3_4p15.32b	1013	611	608.00	0.000251	672	603	624	626	627.33	0.000251
HML1_19q13.43	8274	605	603.00	0.000434	784	566	614	621	621.48	0.000434
HML2_22q11.23	10839	602	565.00	0.000464	1482	371	609	672	679.42	0.000485
HARLEQUIN_5q14.2	6470	602	584.00	0.000425	1167	499	644	646	645.83	0.000432
HERVH_1p31.1a	6396	599	527.00	0.000311	1383	328	822	843	840.67	0.000352
MER4_Xq28b	7705	591	574.00	0.000481	1012	527	650	660	657.92	0.000511
ERV316A3_6q24.1a	6170	589	584.00	0.000453	619	582	598	600	600.00	0.000453
HERVE_19p13.2	4373	583	582.00	0.000458	677	558	588	588	588.00	0.000458
HERV4_19q13.43a	1908	581	580.00	0.000523	588	579	584	585	585.00	0.000523
HARLEQUIN_11q12.2b	7743	549	542.00	0.000323	4244	406	588	605	603.39	0.000324
HERVH48_5p12	2953	543	541.00	0.000424	724	474	543	546	545.67	0.000424
LTR19_6q25.3a	2206	532	530.00	0.000442	537	524	534	534	535.00	0.000442
HERVIP10F_19q13.41a	2135	532	530.00	0.00042	564	527	537	537	537.50	0.00042
HERVW_21q21.1	7805	532	511.00	0.000316	858	326	617	622	620.79	0.000316
HML6_3p25.1	5205	532	526.00	0.000309	716	393	550	552	551.39	0.00031
HERVFC1_7q11.21	5264	528	450.00	0.00013	8638	237	649	750	759.77	0.000156
HERVH_6q22.1c	6404	521	492.00	0.000278	1649	254	573	579	581.04	0.000282
MER4_19p12a	2211	517	508.00	0.000107	736	484	574	613	610.50	0.000107
HML3_8q24.13	6261	514	499.00	0.000407	947	225	513	522	520.43	0.000407
HERVH_3p21.31e	5718	514	504.00	0.000286	962	405	592	605	602.77	0.000294
ERVLE_4q21.21c	2603	506	505.00	0.000345	518	505	508	508	510.00	0.000345
HERVE_5q14.3c	2110	500	491.00	0.000244	1556	280	518	527	530.07	0.000244
HERV3_19p12b	10503	498	494.00	0.000421	644	491	506	508	508.42	0.000422
HERVEA_19p13.11	2255	493	461.00	0.000363	1254	229	521	529	528.73	0.000382
HERVH_3p13b	5775	488	410.00	0.000251	4428	57	480	499	495.77	0.000257
HML6_6p22.2	8245	487	487.00	0.000336	670	471	507	511	512.23	0.000336
ERVLB4_11p15.5c	3862	482	482.00	0.000317	551	480	488	490	489.50	0.000317
HERVW_6q14.3a	6672	477	462.00	0.000273	619	296	482	484	485.55	0.000273
HERVL_5q12.3	4407	473	468.00	0.000294	513	423	481	483	483.18	0.000295
ERV316A3_1q24.2a	3294	472	470.00	0.000233	594	469	550	555	558.50	0.000233
MER41_6q24.1	4627	465	458.00	0.00038	514	451	485	486	487.50	0.00038
LTR57_2q23.3	1492	462	459.00	0.000363	463	459	462	462	462.00	0.000363
HERVH_2p14b	5233	461	337.00	0.000288	5170	45	448	497	498.51	0.000278
HERV3_19q13.42b	5096	458	446.00	0.000235	574	371	462	470	470.00	0.000233
MER101_12p13.31b	3365	457	456.00	0.000277	481	455	463	465	464.00	0.000277
HERVH_16p13.2e	12415	456	374.00	0.000199	6090	75	419	435	438.03	0.000199
MER4_2q21.1d	642	453	361.00	0.000434	1425	13	218	337	332.47	0.000272
LTR57_22q11.21	1388	453	452.00	0.000344	466	450	459	459	459.00	0.000344
HML2_1q21.3	1777	447	428.00	0.000389	784	135	442	446	448.05	0.00038
HERVS71_19q13.12a	6171	440	427.00	0.000195	628	341	458	465	462.76	0.000204
HERVFRD_16q23.1	4405	436	434.00	2.61e-10	5930	430	952	990	989.50	2.92e-10
ERV316A3_1p32.3b	3601	433	433.00	0.000337	483	431	436	436	437.50	0.000337
ERVLE_1p36.13b	607	426	406.00	0.000146	552	4	200	322	316.00	0.000108
HUERSP3B_Xp11.22	3825	425	423.00	0.000263	436	345	431	431	431.33	0.000263
HERVIP10F_3p21.31	6053	409	408.00	0.000308	507	374	414	415	415.00	0.000308
HERVL_1q31.3a	4225	408	406.00	0.000361	421	381	413	415	414.50	0.000361
HERVH48_Xp11.21	5937	406	406.00	0.00026	608	377	414	415	416.43	0.00026
ERVLB4_2q32.3	4180	402	401.00	0.000254	441	398	410	411	411.33	0.000254
MER4_1_KI270706v1_random	991	401	82.00	0.000414	3707	6	326	1049	1058.81	0.000361
HML3_3p22.2	6497	400	397.00	0.000325	574	346	408	413	411.87	0.000325
HERVL_1q23.3a	7853	395	386.00	0.000284	1099	309	417	423	423.20	0.000292
HERV4_13q32.3	10213	391	372.00	0.000268	632	355	435	440	438.40	0.000284
HERV3_19p13.3	2229	391	376.00	7.14e-05	748	353	437	451	450.58	7.14e-05
HERV4_1q22b	6763	388	388.00	0.000272	447	388	389	390	390.53	0.000272
PABLB_1q31.3a	5063	387	386.00	0.000175	449	341	389	393	391.83	0.000175
HERVH_11q21a	5711	376	304.00	0.000171	3243	68	396	414	414.45	0.000178
ERVL_21q21.1c	3390	369	368.00	0.000308	370	367	369	369	369.00	0.000308
HERVP71A_7q35	7974	367	366.00	0.000293	420	364	373	374	374.50	0.000293
HERVFH21_1q23.1	6589	361	359.00	0.000188	415	345	366	372	370.60	0.000188
HERVL_1q42.13	2422	357	352.00	0.000251	388	305	357	360	359.00	0.000251
HERVH_9q21.33f	6013	353	219.00	0.000137	7584	20	322	350	352.93	0.000132
HUERSP1_11p15.4b	7598	351	345.00	0.00016	1475	319	417	471	463.95	0.000197
HERVH_17q25.1c	5524	351	229.00	0.000104	4381	27	342	370	368.14	0.000108
HERVH_7p14.3e	4798	340	262.00	0.000226	13143	48	327	404	389.23	0.000301
HERVL66_19p12a	5242	339	336.00	0.000248	464	303	342	344	343.50	0.000248
ERV316A3_8q24.21c	1074	339	336.00	0.000227	352	335	346	347	348.00	0.000227
HERVFH21_1p34.3	7482	334	334.00	0.000206	434	330	339	341	340.33	0.000206
HERVE_9q34.3	7408	332	320.00	0.000208	1014	202	343	346	345.24	0.000209
PABLA_19p12b	5980	332	327.00	0.000183	8104	303	349	371	372.25	0.000183
HERVFH21_11p15.4	6144	329	326.00	0.000117	332	316	330	330	330.00	0.000117
MER41_12q13.12	6603	327	319.00	0.000199	725	293	338	342	344.08	0.000199
MER61_3p24.3	5607	327	327.00	0.000139	453	320	344	361	360.25	0.000139
HERVEA_12q21.1	8713	325	323.00	0.000245	994	187	326	334	332.15	0.000245
HARLEQUIN_1p13.2a	6545	318	311.00	0.000225	1190	217	327	328	328.65	0.000234
HML6_Xp11.22	4713	317	315.00	0.000245	365	251	315	315	315.88	0.000245
HUERSP3_1q42.12	3383	317	309.00	1.78e-05	1190	298	593	635	635.42	6.34e-05
HERVH_19q13.41b	5601	315	269.00	0.000191	2543	75	297	301	302.14	0.000189
MER4_7p11.2f	6733	315	311.00	0.000162	510	291	325	329	329.58	0.000162
HERVL74_16q24.3	1295	313	313.00	0.000207	316	311	315	315	315.00	0.000207
HERVIP10FH_Xp21.1	4789	312	301.00	0.000256	1094	115	338	340	340.04	0.000264
HML3_10q11.21a	8079	310	308.00	0.000182	346	291	316	318	318.00	0.000182
ERVLE_4q24i	2656	310	310.00	0.000128	385	309	320	321	320.83	0.000128
MER4B_Xq26.2a	3065	308	308.00	0.000254	371	303	313	315	315.83	0.000254
HARLEQUIN_19q13.41	6328	302	290.00	0.000217	923	237	361	369	365.65	0.00023
ERVLE_6p22.1a	1074	300	300.00	0.000269	305	292	302	303	302.50	0.000269
ERVLE_22q13.33	4040	300	300.00	0.000192	350	300	311	313	314.67	0.000192
HERVH_19p13.2d	10147	299	286.00	0.000211	876	237	358	364	362.87	0.000269
HERVFRD_6p24.2	9473	296	296.00	0.000196	301	295	298	298	298.00	0.000196
ERV316A3_12q21.33h	3501	294	290.00	0.000177	318	288	300	306	304.50	0.000177
ERVLE_3q28b	1768	293	290.00	3.59e-05	390	279	355	361	362.00	3.59e-05
ERV316A3_13q31.1d	3410	291	291.00	0.000221	292	291	292	292	292.00	0.000221
ERV316A3_6p22.1o	5336	286	283.00	0.000168	307	244	291	293	292.50	0.000168
HERVH48_2q22.2	6457	286	284.00	0.000145	606	271	290	292	293.87	0.000145
MER4B_Xq23a	6662	285	285.00	0.000186	735	279	305	317	316.01	0.000186
ERVLB4_12q21.1a	6972	284	282.00	0.00025	288	281	287	287	287.50	0.00025
HERVL74_6p25.1	3289	283	281.00	0.000205	2066	279	293	299	299.50	0.000208
ERVLB4_3p14.2	4181	279	279.00	0.000213	554	279	283	304	300.82	0.000218
HERVH_4p16.1a	6311	278	247.00	0.000174	4209	98	295	385	389.44	0.000184
PABLA_16p13.3b	1739	277	277.00	0.000219	353	273	280	282	282.75	0.00022
PABLA_16p13.3a	1413	275	269.00	0.000215	414	259	294	297	297.08	0.000218
HML2_1q22	9180	274	172.00	0.000207	3451	1	99	197	206.67	0.000135
MER41_16p12.3	2025	272	272.00	0.00026	278	269	275	275	275.00	0.00026
HERVE_7q21.3	4075	271	268.00	0.00019	349	40	272	273	273.44	0.000186
HUERSP3_11p13	9664	270	269.00	0.000201	414	257	274	282	281.62	0.000201
HERVH_3p21.31a	6653	266	259.00	0.0002	717	187	267	269	269.04	0.0002
ERV316A3_2q35f	2576	263	262.00	0.00016	281	262	265	265	266.50	0.00016
ERVLE_17p11.2c	570	260	260.00	0.000208	264	260	261	263	262.00	0.000208
MER4B_3q21.2	6094	260	260.00	0.000136	305	257	260	261	261.23	0.000136
MER41_9q22.32	5787	259	256.00	0.000146	511	251	264	269	268.82	0.000146
HERVH_10p12.1c	5628	259	206.00	4.17e-05	1552	160	250	255	254.20	4.29e-05
HERVS71_18q21.1	8280	256	254.00	0.000155	588	230	263	267	266.29	0.000155
ERVLE_12p11.23	1055	255	255.00	0.000197	311	252	260	261	262.00	0.000197
MER41_1p36.12	12630	255	252.00	1.64e-05	2259	245	376	396	402.42	1.74e-05
HERVFRD_8q12.1b	1710	254	154.00	0.000103	346	141	203	261	263.50	0.000127
ERV316A3_7p15.3b	4467	251	251.00	0.000175	252	251	251	251	251.00	0.000175
HERVH_13q13.3a	5867	251	207.00	0.000117	3684	34	242	252	251.91	0.0001
ERVLE_5q11.2a	3611	249	249.00	0.000179	305	247	254	254	254.50	0.000179
HERVL_12q13.12	3552	247	243.00	0.000187	333	188	257	262	262.50	0.00019
ERVLB4_19q13.42d	1755	247	241.00	0.000167	314	234	267	268	269.25	0.000169
HML6_19q13.41e	5042	247	244.00	0.000143	402	240	294	298	300.00	0.000143
ERVLB4_16p13.3a	2205	247	247.00	0.000127	334	246	259	259	260.50	0.000127
MER61_Xq25a	5860	246	246.00	0.000153	255	238	250	251	250.50	0.000153
ERV316A3_6p22.1a	1672	245	245.00	0.000203	247	245	245	245	245.50	0.000203
HERV4_19q13.41	2471	242	241.00	0.000183	306	238	247	247	247.33	0.000183
HERVL40_4q27	2577	239	238.00	0.000211	261	238	241	241	241.50	0.000211
HERVH_7q22.3b	8885	234	216.00	8.43e-05	976	177	290	311	308.49	8.63e-05
HERVH_13q14.2a	5946	233	188.00	0.000146	2936	44	248	253	253.93	0.00015
HERVW_13q21.33	3711	233	215.00	0.000119	464	134	275	276	279.12	0.000138
MER41_9q21.12	2741	233	232.00	7.02e-05	347	206	284	301	301.09	7.02e-05
HERVH_2p22.1	7881	231	210.00	1.7e-06	1189	163	352	366	365.70	1.7e-06
HERV3_4p16.1	5368	230	229.00	0.000152	333	177	234	235	235.00	0.000152
ERV316A3_21q22.11b	4560	228	228.00	0.000156	377	228	233	233	237.20	0.000157
HERVFH21_7p21.3	7068	226	216.00	6.77e-05	435	208	293	310	310.08	6.77e-05
ERVL_Xp11.22a	5983	224	223.00	0.000158	489	220	234	255	253.37	0.000158
ERV316A3_8q24.13b	3123	224	221.00	0.000154	276	219	226	228	227.50	0.000154
MER41_7q11.21i	4353	223	223.00	0.000169	399	207	261	264	264.33	0.000183
HERVL_3q29	5824	223	221.00	0.00016	311	179	226	227	226.51	0.00016
HERVL_7q32.1	6034	218	216.00	0.000182	325	155	229	230	230.67	0.000183
HERVE_11p15.4	8183	217	143.00	0.000105	2130	22	240	282	275.53	0.000127
HML5_2p23.3	2714	216	212.00	0.000106	369	206	230	232	231.00	0.000109
HERVL_12p13.1c	12387	215	214.00	0.000162	250	204	217	218	217.51	0.000162
MER4_11p15.4a	8008	215	212.00	0.000134	418	199	221	225	224.58	0.000134
MER61_1p34.1b	4482	215	213.00	0.000115	830	210	234	263	261.07	0.000116
MER41_Xq21.33b	4545	215	211.00	0.000108	219	211	217	217	217.00	0.000108
MER41_17p11.2c	675	214	192.00	0.000207	424	45	343	349	349.53	0.000255
MER4_5p12c	1525	214	214.00	0.000166	221	213	215	215	215.00	0.000166
ERV316A3_12q21.33g	1753	214	214.00	0.000158	216	213	215	215	215.00	0.000158
HERVW_2p16.2	4783	211	206.00	0.00015	296	154	221	221	222.67	0.000152
HERVEA_19p13.3	4955	211	204.00	0.000135	881	148	222	222	223.72	0.000136
HERVW_11p14.2	7245	210	207.00	9.81e-05	406	137	220	224	222.41	9.82e-05
HERV9_13q33.3	5612	209	178.00	5.86e-05	914	145	372	376	376.09	8.96e-05
HERVK14C_1q44	5153	208	208.00	0.000129	362	168	212	222	218.25	0.000131
HERV3_11p15.5	2280	204	203.00	0.000108	403	196	224	240	239.17	0.000112
HUERSP2_19q13.2	4160	204	203.00	0.000103	216	200	206	206	206.00	0.000103
HERVL_Xq21.31c	6985	203	201.00	0.000153	244	189	204	204	205.01	0.000153
PRIMA41_1q32.3	9089	203	201.00	0.000128	385	198	225	231	228.25	0.000128
ERV316A3_20q13.33b	1691	203	203.00	0.000102	205	201	204	204	204.00	0.000102
HERVH_1q24.2	5655	201	196.00	0.000162	634	124	205	207	207.08	0.000163
HERVH_5q21.1b	5933	199	147.00	0.000144	4444	21	175	186	185.23	0.000135
HERVS71_11p15.4	7442	199	176.00	0.000119	599	19	189	220	215.25	0.000125
ERV316A3_2q37.1a	3072	199	195.00	0.000113	254	187	249	251	251.00	0.00014
HERVL_Xq22.3b	6042	198	197.00	0.000138	305	142	204	204	204.24	0.000138
HERVW_3p11.1	5586	197	187.00	0.000147	413	119	200	201	203.08	0.000146
HERVE_8p12a	5099	197	189.00	0.000116	963	54	215	222	221.53	0.000126
HERV4_19q13.43b	2886	196	194.00	0.000174	244	193	201	203	202.75	0.000174
ERVLE_13q11	1848	196	167.00	0.000142	8187	37	190	356	345.17	0.000144
HERVW_Xq22.3c	2741	192	176.00	0.000156	358	58	203	204	206.55	0.000159
HML3_1q32.1b	5470	192	177.00	0.000139	547	110	193	201	197.22	0.000144
HERVH_Xp22.2a	5673	192	114.00	5.3e-05	5502	22	167	218	210.35	5.67e-05
HERVL18_6q22.31b	6551	191	191.00	0.000148	195	185	193	194	193.50	0.000148
ERVLB4_7q22.1b	2529	190	189.00	0.000144	212	189	192	192	192.00	0.000144
MER4_11q12.2	4761	190	189.00	0.00012	379	184	204	210	210.75	0.00012
ERV316A3_18p11.32c	4918	189	188.00	0.000155	254	187	192	192	192.83	0.000156
HERVK11_22q11.21	6250	189	186.00	0.000136	398	144	196	198	198.68	0.000137
ERV316A3_21q21.1f	2433	188	188.00	0.000136	218	187	191	192	191.50	0.000136
MER41_2q32.1	5795	187	186.00	0.000174	268	184	188	190	189.20	0.000174
HML5_6p12.1	4890	186	186.00	0.00014	217	167	187	188	187.50	0.00014
HERVH_1p13.2b	5910	186	176.00	0.000114	1009	87	198	206	204.24	0.000121
HERVP71A_12p13.31b	6154	181	181.00	1.27e-05	1836	181	326	357	354.00	1.27e-05
HERVL66_22_KI270733v1_random(b)	1492	180	9.00	5.16e-05	253	1	9	45	47.24	1.9e-05
ERVLB4_Xq26.3a	1476	179	176.00	0.000119	214	168	188	193	194.50	0.000119
MER4B_1p36.33	5076	179	178.00	8.47e-05	500	176	187	192	194.33	8.47e-05
HERVK11_8p23.1c	7038	179	21.00	7.62e-05	694	0	31	125	121.98	5.54e-05
HERVH_17q25.1b	5661	178	132.00	0.000101	4465	17	174	200	195.91	0.0001
MER101_2q35a	3136	177	177.00	0.000136	179	177	178	178	178.00	0.000136
ERVLE_9q22.31	2000	177	176.00	0.000129	184	176	178	179	178.50	0.000129
HML5_13q33.1	4740	177	177.00	8.21e-05	218	169	183	187	186.33	8.23e-05
MER34B_1q23.3a	2682	176	50.00	0.000186	4132	3	327	1102	1091.17	0.000916
MER4_7p14.3b	5239	176	173.00	0.000139	409	164	193	194	194.58	0.000141
HERVH_1p34.2a	3173	174	132.00	6.74e-05	426	115	138	147	144.65	6.77e-05
HERVK11_19q11b	9857	173	169.00	0.000105	658	120	181	183	182.13	0.000111
HML3_19p12b	5677	173	165.00	0.000103	630	87	176	179	180.31	0.000103
