## RunInfo	version:0.6.5	annotated_features:14968	total_fragments:32278539	pair_mapped:20105303	pair_mixed:11066980	single_mapped:0	unmapped:1106256	unique:16799127	ambig:14373156	overlap_unique:78761	overlap_ambig:934575
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HERVH_1p34.3d	5666	1552	1282.00	0.0021	30135	101	1355	1503	1493.32	0.00176
HERVH_4q22.1a	4193	1488	672.00	0.00145	111935	91	2219	2820	2801.23	0.00168
HERVE_2q37.1	8132	1437	1402.00	0.00205	1631	1339	1565	1574	1574.62	0.00206
HERVH_Xq23h	5971	1211	343.00	0.00316	211448	25	1974	3116	3126.86	0.0045
HERVH_6q16.1b	5692	1194	751.00	0.0021	172073	93	1327	2111	2071.57	0.00291
HERVH_4q22.1i	6157	1181	793.00	0.00192	119583	156	1451	1696	1680.99	0.00225
HERVH_4q13.1	5808	1087	568.00	0.0018	169875	113	1451	1804	1854.68	0.00233
LTR46_Xq11.1	8410	1079	1057.00	0.00138	1220	1007	1109	1119	1117.00	0.00138
HML6_19q13.43b	9597	1032	991.00	0.000735	1236	813	1082	1085	1085.92	0.000742
HERVH_2q33.3a	5788	1000	519.00	0.00165	191319	142	1272	1674	1673.85	0.00239
HERVH_6q22.31h	5916	990	397.00	0.0015	203645	34	1185	1884	1869.68	0.00269
HERVH_14q22.1a	3721	979	704.00	0.000861	119143	202	1127	1506	1531.23	0.00133
HERVH_5q32b	4691	938	589.00	0.000935	105802	179	1280	1567	1572.97	0.00142
HML4_8q24.3	11675	898	841.00	0.00125	979	680	933	936	936.75	0.00125
HERVH_14q21.3b	5742	897	791.00	0.00135	15882	245	936	976	980.66	0.00136
HERVH_1q42.2a	7879	882	769.00	0.00105	24920	71	855	912	910.57	0.00104
HERVH_8q23.3d	6036	850	493.00	0.00133	153913	68	1122	1739	1705.34	0.00191
HERVH_Xq25b	5723	833	468.00	0.00106	135940	72	1094	1343	1348.41	0.00136
HERVH_10q23.31c	5740	806	541.00	0.00148	100994	39	898	1189	1193.86	0.00169
HERVH_Xq21.31a	5965	747	388.00	0.00166	202207	69	1117	1935	1932.40	0.00285
HERVH_2q32.1d	5639	729	602.00	0.000472	6746	211	1106	1135	1145.63	0.000471
MER4B_Xq23a	6662	699	676.00	0.000885	806	591	716	724	721.08	0.000885
HERVH_1p13.2b	5910	699	532.00	0.000576	4421	200	1366	1383	1381.81	0.00058
HERVH_5q21.3a	5499	684	369.00	0.00125	121335	92	848	1096	1104.81	0.00165
HERVH_1q42.2c	5831	678	419.00	0.0012	182780	92	1028	1768	1803.25	0.00252
HERVH_14q21.1a	5888	628	338.00	0.000896	183790	97	977	1292	1301.67	0.00149
HERVH_2q32.1b	8208	615	463.00	0.000996	86357	53	682	851	843.07	0.00109
HERVH_3q27.3b	5759	585	275.00	0.00112	205754	47	744	1363	1371.55	0.00195
HERV9_Yq11.221d	10316	580	517.00	0.000797	1271	362	646	656	653.92	0.000835
HERVH_Xq23f	5489	550	480.00	0.000608	27149	107	609	646	650.27	0.000613
HERVH_9q31.1	6341	543	504.00	0.00109	12584	139	554	567	566.48	0.0011
HERVH_7q21.3b	5618	538	451.00	0.000856	19618	70	538	558	564.49	0.000854
HERVH_1p31.1j	5925	536	348.00	0.000548	102108	60	855	936	951.01	0.0007
HERVH_2q34d	5620	506	269.00	0.000751	113486	51	674	1038	1034.08	0.00145
HERVH_20p12.1c	4810	495	458.00	7.19e-05	141755	298	861	1478	1515.96	0.00123
HERVH_4q22.1f	6060	492	295.00	0.00092	110397	44	608	739	742.26	0.00118
HERVIP10F_22q13.2	8446	475	472.00	7.87e-05	755	467	504	508	508.09	8.01e-05
HUERSP1_6q27	7175	474	449.00	0.00055	796	355	560	571	572.00	0.00055
HERVH_10q24.31a	7479	467	438.00	0.000481	2582	275	743	768	763.09	0.000481
HUERSP2_21q22.3	5772	458	456.00	0.000199	525	427	485	485	486.00	0.000216
HERVH_6q23.2f	5868	450	266.00	0.00074	177239	50	699	1312	1324.34	0.00167
HERVH_6q24.1c	6117	449	285.00	0.000506	151318	61	697	997	1002.14	0.000968
HERVH_Xq22.2c	4246	441	396.00	0.000511	2108	132	449	457	458.56	0.000508
HERVH_Yp11.2b	5641	436	215.00	0.000924	102991	40	715	1380	1396.12	0.00281
ERV316A3_8q13.3a	4749	422	421.00	1.47e-07	9151	417	3362	3426	3426.50	2.3e-05
HERV4_11q21	7525	406	405.00	0.000795	415	398	410	411	410.50	0.000795
HERVH_13q21.1b	5872	399	196.00	0.000521	174540	52	715	1093	1095.02	0.00145
HERVH_5q32a	4394	396	282.00	0.00068	106440	128	502	736	711.41	0.000947
HERVH_8q24.22a	5673	387	249.00	0.00049	31084	38	536	646	645.52	0.000636
HERVH_7p15.3c	5741	370	203.00	0.000481	159386	74	610	903	885.21	0.00113
HERVH_4p15.2b	4927	361	221.00	0.000543	65180	25	378	504	507.56	0.000603
HERVH_9q33.1b	5738	358	254.00	0.000444	76993	18	435	537	538.14	0.000629
HML2_22q11.21	9175	344	332.00	0.00111	799	1	156	245	240.72	0.000493
HERVH_1p13.2c	2813	338	329.00	0.000863	1177	322	362	368	367.95	0.000863
ERV316A3_18q11.2c	1591	337	331.00	0.000566	374	319	349	351	350.00	0.000566
HERVK11_15q15.1	4013	310	287.00	0.000777	353	199	335	336	337.00	0.000844
HERVI_18q21.1	9680	304	303.00	0.000446	351	282	310	311	310.84	0.000446
MER4B_11q13.2	4019	295	295.00	3.23e-08	2797	294	1070	1285	1293.00	5.33e-07
HERVH_16q22.1	9596	282	192.00	0.000462	143475	72	450	754	750.24	0.00089
HUERSP3_6p21.32	7265	276	259.00	0.000495	386	215	315	318	320.00	0.000495
HERVH_6p22.3c	5727	276	204.00	0.000358	32409	31	331	387	386.05	0.000382
HERVH_5p15.2b	4723	270	130.00	0.000311	138293	48	1530	2313	2287.48	0.00115
PABLB_9q34.3	6097	256	254.00	0.000204	284	243	256	257	256.50	0.000204
ERVLE_15q25.3b	2292	254	254.00	0.000467	263	254	256	258	257.00	0.000467
HERVH_5p15.31b	5752	247	151.00	0.000279	144228	83	445	824	825.91	0.000688
HERVH_4p16.3c	5635	234	188.00	0.000317	21029	50	297	315	322.97	0.000328
HERVH_5q22.1	4578	231	211.00	8.82e-08	20407	138	237	256	252.21	5.73e-06
HML3_19q13.2	6672	230	212.00	0.000486	305	186	278	278	278.00	0.000525
HERVH_7q11.23b	9651	224	208.00	0.000183	5591	131	229	238	236.82	0.000183
MER34B_22q13.31	1598	219	219.00	0.00024	284	209	225	227	227.25	0.00024
ERV316A3_7q31.1c	6561	215	212.00	2.68e-09	879	205	345	352	353.00	2.68e-09
HERVH_11q23.3b	3981	213	162.00	0.000405	29903	32	320	356	359.50	0.000423
HERVH_6q23.2c	5765	202	107.00	0.000366	112721	14	241	437	439.78	0.000727
MER41_1q44a	2764	202	202.00	0.00021	234	190	215	217	216.50	0.00021
HERVH_5q35.1a	5784	199	157.00	0.000367	34290	25	209	246	251.34	0.00037
HERVH_Xq22.2b	1741	195	176.00	0.000381	2341	86	253	264	264.20	0.000383
HERVH_6q16.1a	5594	195	102.00	0.000313	205051	30	413	1031	1047.79	0.00138
HERVH48_21q22.3	9135	190	190.00	0.000343	208	172	191	192	191.50	0.000343
HERV3_19p13.3	2229	188	180.00	0.000126	263	123	209	210	210.50	0.000126
HERVH_Xq25a	5782	187	110.00	0.000384	154526	15	275	531	499.35	0.000917
HERVH_3p12.1a	5593	178	178.00	9.55e-09	3693	177	179	179	179.57	1.23e-08
HERVH_21q22.13	4583	177	164.00	0.000262	9823	67	195	200	204.55	0.000264
HERVH_4q22.1j	5701	176	105.00	0.000231	161905	35	417	725	728.48	0.00106
HERVH_3q25.2d	6362	169	149.00	0.000204	8438	60	299	318	317.81	0.000208
ERV316A3_6p21.33c	5624	168	167.00	0.000298	172	163	169	169	169.00	0.000298
HERVH_19q13.42c	5595	166	136.00	0.000172	28325	31	189	256	250.84	0.000278
HERVH_8q13.3b	5724	165	84.00	0.000306	159620	22	367	743	750.80	0.000896
MER4B_2q31.1	3655	165	163.00	5.68e-09	1125	160	180	181	180.50	7.24e-09
HERVH_Xp22.32b	5718	163	92.00	0.000221	141766	3	554	1025	1012.85	0.00126
MER61_5p14.1	5900	155	154.00	0.000297	160	150	156	157	156.50	0.000297
HERVIP10F_3p21.31	6053	142	142.00	0.000342	160	126	146	147	146.50	0.000342
HERVH_7p21.1b	5847	131	123.00	0.00021	11663	63	144	170	164.25	0.000216
HERVH_6q23.2a	5840	128	67.00	0.000199	121458	14	252	461	451.24	0.000688
HERV4_1q22b	6763	124	124.00	0.000187	133	123	124	124	124.50	0.000187
HERVH_15q26.2a	5831	122	80.00	0.000139	154562	26	381	873	889.53	0.00101
HUERSP3B_16p11.2a	6990	121	120.00	0.000256	160	110	129	132	131.00	0.000256
MER41_Xq25a	3488	119	112.00	0.000422	137	105	119	120	120.50	0.000422
HERVH_1q42.13c	4464	118	105.00	7.36e-07	26383	57	129	155	154.07	1.78e-05
HERVK11_8p23.1b	7038	115	4.00	0.000148	407	0	11	81	80.77	0.000126
HERVH_4q22.1b	1626	112	27.00	0.000202	57218	6	378	485	500.44	0.000688
HERVH_2q14.1c	5757	111	62.00	0.000175	141299	8	302	592	590.15	0.000743
HERVH_7p14.3c	5520	111	98.00	1.72e-06	21677	29	100	154	150.17	3.9e-05
HERVH_6q15	5238	110	87.00	1.36e-05	170579	18	339	924	936.01	0.00128
HERVH_2p25.1	6186	106	77.00	8.98e-05	155191	33	246	529	525.30	0.000673
HERVH_17p12	5192	102	70.00	0.000133	76113	21	191	272	262.32	0.000273
MER4_3q29f	3792	101	101.00	0.000196	128	61	111	115	113.50	0.000196
HERVH_2q35b	5824	96	66.00	0.000163	186381	42	343	1033	1044.04	0.00159
HUERSP3_1q42.12	3383	96	89.00	7.79e-08	678	47	231	272	287.00	8.56e-08
HERVIP10FH_21q22.12	4981	94	93.00	0.000168	105	73	98	98	98.00	0.000168
ERVLE_17p11.2c	570	94	94.00	0.000156	94	94	94	94	94.00	0.000156
HERVH_2p14c	5614	91	57.00	0.000155	106405	11	160	483	488.83	0.000552
MER61_2q31.1b	5015	88	85.00	0.000108	658	83	320	353	349.68	0.000277
MER101_7q36.1a	4546	88	88.00	9.07e-06	568	78	125	127	128.50	1.14e-05
HERVH_13q14.3d	2602	87	48.00	0.000105	78550	27	353	604	610.99	0.000487
MER101_16p12.2a	1098	84	1.00	0.000105	134	0	0	29	27.37	6.69e-05
HERVH_1p31.1a	6396	84	71.00	5.94e-05	2316	42	202	216	215.38	5.99e-05
HERVH_10q23.2b	1514	83	70.00	4.46e-07	11887	5	77	96	96.00	6.83e-06
HUERSP3B_16p11.2b	3541	81	80.00	0.000105	117	77	84	87	86.70	0.000105
HERVI_12p13.31	8749	80	72.00	0.000196	193	64	79	82	83.09	0.000196
HERVH_2q33.1a	9317	80	71.00	0.000167	4675	41	114	124	122.25	0.000179
ERVLB4_9q22.33b	2071	78	78.00	0.00024	79	78	79	79	79.00	0.00024
PABLA_16p13.3b	1739	78	76.00	0.000143	92	68	80	80	80.00	0.000143
HERVH_6p22.3a	5882	77	62.00	5.21e-05	40331	20	125	194	196.07	0.000125
HERVIP10F_1p36.33	659	76	76.00	0.000155	81	73	79	79	79.50	0.000155
HARLEQUIN_19p12b	6994	76	75.00	0.000114	248	57	79	82	82.00	0.000114
ERVLB4_16p13.3a	2205	76	76.00	4.9e-05	102	75	82	83	83.00	4.9e-05
HERVH_Xq23l	5775	73	47.00	0.000138	179506	25	331	750	770.94	0.00125
HERVH_3p22.1a	5787	73	50.00	0.000126	26834	6	147	187	189.08	0.000221
ERVLB4_2q37.3b	1622	73	73.00	6.41e-05	79	71	74	74	74.00	6.41e-05
HERVH_2p16.1a	6434	73	63.00	9.7e-07	64541	57	163	229	229.28	7.13e-05
HERVH_4q32.3b	5930	72	44.00	0.000112	152991	12	128	590	579.07	0.000863
HERVH_15q14a	5209	72	37.00	8.76e-05	97513	1	116	293	293.52	0.000315
MER61_19p12c	1881	71	71.00	0.000193	79	71	72	72	72.00	0.000193
HERVK11_4p16.3	7038	71	56.00	0.000128	367	12	85	88	87.18	0.000137
HERVH_3p11.1b	3745	70	64.00	3.34e-05	5570	34	72	81	82.29	3.38e-05
HERVE_8p23.1h	8324	69	62.00	0.000126	171	0	18	33	40.60	8.26e-05
HERVFH21_11p15.4	6144	69	69.00	0.000101	79	68	72	72	72.50	0.000101
HERV3_7q11.21	9613	68	68.00	8.83e-05	72	66	68	68	68.00	8.83e-05
HERVH_6q22.1c	6404	68	59.00	7.31e-05	2869	20	123	126	127.46	7.44e-05
ERVLB4_21q21.3e	3529	67	67.00	0.000129	70	48	69	69	69.50	0.000129
HERVH_14q21.3c	5887	66	48.00	9.44e-05	23867	20	108	126	128.79	0.000107
HERVS71_8p23.1a	7311	66	58.00	6.37e-05	165	0	18	50	50.70	5.85e-05
HERVH_7q31.1a	5846	65	52.00	5.64e-05	21797	10	80	100	100.71	6.49e-05
HML5_12q12a	4958	64	64.00	0.00011	80	59	66	66	66.00	0.00011
HERVH_13q14.3c	5741	64	51.00	6.93e-05	24337	17	227	266	261.53	0.000101
MER41_Xq25b	724	63	63.00	0.000104	63	63	63	63	63.00	0.000104
HERVH_7q11.21	7353	63	63.00	7.89e-05	72	59	67	68	67.50	7.89e-05
MER4_Xp22.2d	5765	62	61.00	0.000126	1571	44	64	65	65.14	0.000126
ERVLB4_8q24.3d	1037	62	62.00	0.000109	63	62	62	62	62.00	0.000109
HERVW_7q31.32	5941	61	60.00	0.000131	120	44	61	61	61.50	0.000131
HERV4_13q32.3	10213	60	59.00	0.0001	74	56	64	64	64.00	0.000102
HUERSP3_1p36.13	2564	60	60.00	7.04e-05	76	60	63	65	64.03	7.04e-05
HUERSP3_6q22.31	9240	59	59.00	0.000157	64	59	62	62	62.00	0.000157
HARLEQUIN_5q14.2	6470	57	51.00	0.000142	86	48	67	67	67.00	0.000156
HERVH_14q31.3d	6101	57	37.00	9.09e-05	15167	3	68	85	81.98	8.81e-05
HERVH_14q21.3a	4569	57	24.00	7.34e-05	147743	10	341	760	737.41	0.000791
ERVLB4_8p23.1e	569	57	8.00	7.24e-05	88	0	19	33	32.00	4.65e-05
HERVH_4q31.21b	4681	57	48.00	6.18e-05	77643	10	102	313	316.45	0.000525
MER4B_Xq21.33	9585	56	56.00	0.000165	70	52	58	58	58.33	0.000165
HERVH_12p13.31c	5698	56	46.00	0.000105	32665	8	126	213	216.19	0.000156
HERV3_19p12b	10503	55	55.00	0.00022	79	55	55	55	55.50	0.00022
ERVLE_4q22.1b	575	54	54.00	0.000134	54	52	54	54	54.00	0.000134
HERVH_14q24.2a	8443	54	49.00	0.000109	11412	13	55	72	76.76	0.000116
HARLEQUIN_1p36.33	6601	54	52.00	3.5e-05	111	52	79	79	79.25	6.08e-05
HERVH_4q28.3a	5860	53	47.00	6.35e-05	15610	14	57	67	67.29	7.06e-05
PABLA_16p13.3a	1413	52	52.00	0.00012	70	45	54	56	55.00	0.00012
HERVH_2q24.1c	5761	52	40.00	9.46e-05	34604	13	109	137	145.45	0.000131
HERVH_3q13.31b	5872	52	31.00	8.42e-05	88617	2	97	260	267.10	0.000352
HERVEA_19p13.11	2255	51	50.00	0.000139	62	26	51	51	51.50	0.00014
HARLEQUIN_17q21.31	7453	51	49.00	9.11e-05	103	31	52	52	52.00	9.1e-05
HML1_19q13.43	8274	51	51.00	6.46e-05	85	44	55	55	56.00	6.46e-05
HERVH_16q24.1a	3185	51	39.00	2.78e-07	16128	25	59	91	86.87	1.09e-05
HERVW_13q21.1	8112	50	46.00	0.000119	1254	17	51	56	55.16	0.000119
ERV316A3_11q12.3	2557	50	50.00	0.000117	64	49	50	50	50.50	0.000117
HARLEQUIN_7q22.1	8486	49	47.00	0.000123	122	22	50	51	50.54	0.000127
HERVH_11q13.2f	5662	49	39.00	0.000114	37893	15	67	161	155.69	0.000315
MER41_1q44b	3137	49	48.00	9.55e-05	63	47	49	49	50.08	9.55e-05
MER4_16q24.3	11936	49	48.00	4.8e-05	166	42	52	55	54.67	4.8e-05
HERVH_5p14.3a	5756	49	30.00	2.26e-05	133895	3	353	680	682.92	0.000302
PRIMA41_4q13.3	10898	48	47.00	4.48e-09	220	44	72	73	72.50	4.48e-09
HERVH_5q31.1d	4451	47	31.00	5.25e-05	62688	5	79	144	146.96	0.000209
ERVLB4_3q25.2c	4230	47	40.00	1.53e-05	84	19	59	64	63.00	1.53e-05
HERVH_8q24.22d	5765	46	30.00	4.55e-05	171593	10	274	724	711.45	0.00071
HERVFH21_1p34.3	7482	46	46.00	3.54e-05	60	44	48	48	48.33	3.54e-05
HERVW_4p13	7459	46	39.00	2.72e-05	263	27	106	106	106.00	2.99e-05
HERVH_16p13.2e	12415	46	39.00	1.41e-05	80360	27	72	203	204.43	0.000206
MER61_1q31.1a	2510	45	45.00	0.000118	75	41	54	54	54.00	0.000118
HERVH_7q35c	5407	45	30.00	4.63e-05	38699	11	163	225	230.57	0.000113
MER4_19p12a	2211	45	45.00	3.45e-05	90	36	69	75	73.50	3.45e-05
HERVH_12p12.3e	8067	45	22.00	2.52e-08	16154	13	64	83	88.53	1.04e-05
HML5_12q23.1	6097	44	44.00	0.000138	46	41	44	44	44.00	0.000138
HERVH_1p31.3b	5819	44	21.00	4.84e-05	181663	8	144	428	445.98	0.000746
HERV4_19q13.43a	1908	43	43.00	0.00013	44	43	44	44	44.00	0.00013
HERVH_6q16.1c	5838	43	31.00	7.94e-05	184320	8	276	645	663.14	0.00094
ERVLE_7q32.3a	2813	43	43.00	7.48e-05	62	42	44	46	46.00	7.48e-05
MER101_2q37.1	3028	43	43.00	6.74e-05	58	42	46	48	47.00	6.74e-05
HERVH_8p23.1c	3538	42	38.00	5.92e-05	6191	0	13	25	28.87	5.08e-05
HERVH_1q32.3b	4674	42	25.00	1.76e-05	180626	18	745	1485	1507.18	0.00115
PABLA_2p25.1	3281	41	40.00	0.000101	76	40	41	44	43.15	0.000101
HARLEQUIN_21q22.3a	5582	41	40.00	8.9e-05	87	32	42	42	42.04	8.96e-05
ERVLE_9p24.1b	1491	41	41.00	6.85e-05	43	40	42	42	42.00	6.85e-05
HERVH_2q32.1c	5787	41	22.00	5.43e-05	67108	4	133	323	325.82	0.000184
HERVH_12q21.31	5770	40	32.00	8.85e-05	37225	11	46	101	107.05	0.000114
HERVS71_7p14.3	10030	39	39.00	0.000109	41	37	41	41	41.00	0.00012
MER41_22q12.3e	7271	39	38.00	0.000106	51	37	44	44	44.50	0.000106
HERVH_15q21.3b	5620	39	22.00	9.4e-05	83189	1	57	162	164.37	0.000246
MER4B_11q12.1	12314	39	38.00	4.67e-05	198	34	40	46	45.28	4.67e-05
ERVLB4_17q22c	1963	38	38.00	0.000153	39	38	39	39	39.00	0.000153
HERVH_Xq13.1b	2560	37	35.00	6.85e-05	214	26	54	54	55.51	7.99e-05
HERVH_19p13.2b	11228	37	37.00	3.44e-05	1016	36	39	45	44.85	3.44e-05
HERVL_11q12.1c	1268	36	36.00	0.00013	38	36	37	37	37.00	0.00013
HERVK11_8p23.1a	7056	36	18.00	0.000126	369	7	39	65	68.97	0.000127
MER61_12p13.31b	3455	36	34.00	9.14e-05	53	29	36	39	38.50	9.14e-05
HERVH_2p16.1e	5051	36	22.00	7.13e-05	51925	5	62	110	121.71	0.000189
HERVH_6q23.2b	5842	36	17.00	5.82e-05	89243	3	75	149	145.52	0.000224
HERVH_10p14b	5871	36	25.00	1.84e-05	130992	6	130	288	291.98	0.000354
ERV316A3_21q22.3e	6349	35	35.00	7.31e-05	44	35	37	37	37.00	7.31e-05
HERVH_19q12	4090	35	26.00	7.09e-05	15506	18	33	39	39.48	7.86e-05
HARLEQUIN_1p13.2a	6545	35	34.00	7e-05	50	29	37	37	37.00	7.13e-05
HML1_11q13.4	8585	35	35.00	6.66e-05	57	35	36	37	36.50	6.66e-05
ERV316A3_15q24.1b	8742	35	34.00	6.2e-05	102	32	36	39	37.17	6.2e-05
HERVL_22q13.31	6914	34	34.00	7.97e-05	53	23	33	33	33.50	7.97e-05
ERV316A3_4p15.32b	1013	34	34.00	7.03e-05	45	34	34	35	34.33	7.03e-05
HERVH_12q22	6029	34	20.00	5.54e-05	146660	5	133	417	407.74	0.00046
HERVH_16q21a	8054	34	27.00	1.97e-08	39516	15	79	112	113.11	2.88e-05
HERVL_1q42.13	2422	33	33.00	8.57e-05	33	31	33	33	33.00	8.57e-05
HERVH_10p12.1c	5628	33	31.00	2.45e-05	7071	10	35	45	44.53	3.44e-05
PABLA_1q25.1	5589	32	31.00	9.2e-05	55	31	40	41	41.33	9.2e-05
HERVIP10FH_14q11.2	6143	32	32.00	8.16e-05	52	18	35	35	35.00	8.16e-05
MER4_4q13.2a	5802	32	32.00	8.14e-05	1827	31	34	40	39.79	8.14e-05
LTR25_14q24.3	5875	32	31.00	6.93e-05	83	30	35	35	35.50	6.93e-05
ERV316A3_16p12.1	967	31	31.00	6.7e-05	31	31	31	31	31.00	6.7e-05
HERVL74_16q24.3	1295	31	31.00	5e-05	31	31	31	31	31.00	5e-05
HERVH_1q41b	5727	31	21.00	4.29e-05	45166	4	41	70	73.73	0.000157
HERVFH21_16p11.2	6994	31	31.00	4.01e-05	68	30	32	34	32.83	4.01e-05
ERVLE_22q13.33	4040	31	31.00	2.92e-05	39	31	31	32	31.50	2.92e-05
HERVH_1q32.2a	5198	31	26.00	2.57e-05	123394	16	89	369	374.69	0.000826
HERVH_13q33.3	6027	31	23.00	2.51e-05	62818	3	61	128	130.12	0.000124
HERVH_9q33.1c	5752	31	24.00	1.77e-05	216041	17	252	950	896.56	0.0015
ERVLB4_17q25.3b	3189	31	29.00	1.4e-05	63	29	34	35	34.33	1.4e-05
HERVE_13q14.13a	1262	31	29.00	1.08e-05	91	21	43	47	46.53	1.27e-05
HERVK14C_1q44	5153	30	30.00	3.94e-05	55	22	32	32	32.00	3.94e-05
MER4B_1p36.33	5076	30	30.00	1.14e-05	83	27	34	37	36.92	1.14e-05
HERVH_4q28.3f	5329	30	22.00	1.56e-07	15611	2	28	33	35.26	1.02e-05
HERVH_8q23.3c	5480	30	24.00	2.43e-08	135969	13	109	423	439.14	0.000618
ERVLE_7q22.1c	442	29	29.00	6.37e-05	31	28	30	30	30.00	6.37e-05
HERVH_1p13.2a	5659	29	26.00	2.13e-05	8665	18	41	48	49.37	2.67e-05
HERVH_9p23b	5784	29	26.00	2.43e-06	154210	15	382	849	847.94	0.000893
MER4B_Xq26.2a	3065	28	28.00	9.53e-05	34	27	28	28	28.00	9.53e-05
HERVH_19q13.41a	6632	28	28.00	9.32e-05	1159	24	29	29	29.28	9.32e-05
MER4B_10q24.32	3700	28	28.00	3.92e-05	60	27	30	33	31.17	3.92e-05
HERVH_1q42.12a	6147	28	25.00	1.95e-05	6418	17	35	39	40.30	2.02e-05
HERVL66_17q21.31	4364	27	27.00	7.99e-05	53	21	37	38	38.00	8e-05
HML3_1q21.3a	5140	27	26.00	7.56e-05	81	15	29	29	29.50	7.59e-05
MER4_11q12.2	4761	27	26.00	5.25e-05	57	23	30	30	30.50	5.25e-05
MER4_Yq11.221b	7441	27	26.00	5.01e-05	51	25	28	29	29.33	5.01e-05
PRIMA41_19p12d	3328	27	27.00	3.92e-05	35	21	27	27	27.75	3.92e-05
HERVL_3q26.1d	2386	27	27.00	2.95e-05	36	21	26	26	26.50	2.95e-05
