## RunInfo	version:0.6.5	annotated_features:14968	total_fragments:52868933	pair_mapped:0	pair_mixed:0	single_mapped:41431849	unmapped:11437084	unique:26097734	ambig:15334115	overlap_unique:127794	overlap_ambig:555628
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
ERVLB4_9q22.33b	2071	312	312.00	0.000723	313	311	312	312	312.00	0.000723
MER4_1_KI270706v1_random	991	303	87.00	0.000648	492	0	67	170	159.91	0.000426
HML2_3q12.3	9123	301	201.00	0.000723	965	37	235	308	295.15	0.000757
HML5_12q23.1	6097	297	295.00	0.000778	310	216	296	298	296.83	0.000777
HERVH_2p24.3a	5760	297	221.00	0.000688	760	8	195	209	208.00	0.000521
HML5_19q11	4400	289	288.00	0.000662	305	268	290	292	291.58	0.000662
HERVH_12p12.1a	5742	279	258.00	0.00039	558	25	245	254	255.30	0.000379
HERVK11_8q11.1	9741	273	271.00	0.00065	460	137	285	289	290.45	0.000675
HERVFRD_7q36.2	7307	270	264.00	0.0006	276	249	275	275	275.00	0.000605
HARLEQUIN_1q24.2	6813	270	249.00	0.0005	3556	82	278	289	288.46	0.00048
HML4_16p13.3	10276	270	262.00	0.000481	1382	44	276	346	340.96	0.000649
ERV316A3_11q13.3	1141	264	264.00	0.000301	264	264	264	264	264.00	0.000301
LTR46_Xq11.1	8410	244	244.00	0.000623	258	243	244	244	244.75	0.000623
HERVH_4q21.21a	5880	242	174.00	0.000221	875	16	158	170	169.88	0.000165
MER41_Xq21.33b	4545	238	237.00	0.000592	239	229	238	238	238.00	0.000592
MER4_7p14.3a	4043	236	227.00	0.000602	298	186	251	251	251.72	0.000633
HML3_3q22.1	6076	229	223.00	0.000556	475	58	234	235	236.36	0.000541
HML3_13q12.11a	4909	225	216.00	0.00061	553	48	211	224	224.35	0.000555
HERV9_17q11.2b	10090	223	183.00	0.000639	1059	56	292	301	299.89	0.00086
ERVLE_7q36.2d	3487	220	220.00	0.000539	240	216	223	223	223.50	0.000539
MER4B_2q31.1	3655	215	215.00	6.11e-09	378	215	277	277	278.00	1.79e-08
HUERSP1_9q22.33	4050	213	212.00	0.000469	252	202	213	217	215.75	0.00047
HERVH_11q14.1b	6197	211	205.00	0.000431	391	124	222	225	224.92	0.000466
HERVL74_2q11.2	3887	205	205.00	0.000337	205	204	205	205	205.00	0.000337
HERVL_7p21.3a	6266	201	190.00	0.000485	299	76	196	199	199.31	0.000481
HERVFC1_7q11.21	5264	201	149.00	0.000223	2186	34	189	263	260.53	0.000317
ERV316A3_6q24.1a	6170	193	193.00	0.000448	198	193	193	196	194.17	0.000448
HERVIP10F_13q34	5304	192	192.00	0.000423	201	67	187	188	188.42	0.000417
HML2_21q21.1	8304	191	176.00	0.000588	676	34	208	220	221.30	0.000598
PABLB_7q11.21	8956	189	189.00	0.000345	248	184	189	190	192.00	0.000349
ERV316A3_1q24.2a	3294	183	181.00	0.000374	189	179	188	188	188.00	0.000379
MER61_6q24.1a	2208	177	177.00	0.000414	177	107	174	174	174.39	0.000414
HERVFRD_8q12.1d	3200	174	174.00	0.000267	177	167	174	174	174.00	0.000267
HERVL40_7q21.12b	4726	172	172.00	0.000507	172	172	172	172	172.00	0.000507
HML6_3p25.1	5205	170	169.00	0.000318	269	117	173	177	176.95	0.000319
HERVL_5q12.3	4407	169	167.00	0.000386	241	91	173	174	174.01	0.00039
HERVH_10p15.1	6245	169	123.00	0.00024	766	20	120	129	130.02	0.000177
HERVH48_5p12	2953	165	160.00	0.000301	232	106	161	163	162.70	0.0003
HML5_2p13.2	7719	163	160.00	0.000323	176	132	162	162	162.50	0.000323
HERVH_19q13.12b	5713	162	143.00	0.000386	1056	45	143	146	147.89	0.000355
HARLEQUIN_11q12.2b	7743	156	145.00	0.00029	5525	78	166	176	172.86	0.000309
PRIMA41_5q35.2	1373	155	154.00	0.00054	157	105	157	157	157.00	0.00054
HERVS71_7p14.3	10030	150	145.00	0.000304	342	90	154	155	155.08	0.000311
MER41_8q24.3	7171	146	115.00	0.000495	2473	74	226	281	277.34	0.000752
ERVLE_4q21.21c	2603	143	143.00	0.000266	147	140	144	145	145.00	0.000266
ERVL_1q44a	2152	143	141.00	0.000253	168	139	144	144	144.00	0.000253
HERVH_9q22.31a	6526	143	142.00	0.000234	3384	126	147	318	331.24	0.000235
PRIMA4_12p11.21b	7481	142	142.00	2.19e-05	350	142	151	156	158.08	2.19e-05
ERV316A3_8q13.3a	4749	141	141.00	5.66e-09	19831	141	1981	2346	2341.00	4.47e-05
HML3_10q11.21a	8079	140	137.00	0.00027	181	117	142	142	142.33	0.000278
LTR19_6q25.3b	1875	139	138.00	0.000217	159	121	145	148	146.83	0.000218
PRIMA4_12p11.21a	4080	138	138.00	0.000286	158	138	138	139	139.67	0.000286
ERV316A3_13q31.1d	3410	136	136.00	0.000335	138	136	136	136	136.00	0.000335
ERV316A3_12q21.33g	1753	135	134.00	0.000301	138	132	136	136	136.50	0.000301
HERVW_2p12a	7809	134	123.00	0.000314	347	33	143	149	151.68	0.000324
HERVFRD_2p11.2	6763	133	133.00	0.000285	217	121	132	133	133.20	0.000285
HERVIP10FH_15q25.1	2091	132	132.00	0.000269	139	118	133	133	133.00	0.000269
HERVE_7q21.3	4075	129	123.00	0.000193	264	16	108	121	118.55	0.000183
HML3_8q24.13	6261	128	124.00	0.00038	437	38	121	124	123.54	0.00036
ERVLB4_2q32.3	4180	126	126.00	0.000371	143	120	137	139	137.67	0.000372
HERVW_6q21b	1331	125	121.00	0.000368	156	46	137	137	137.17	0.000383
ERVLB4_8p23.1j	4061	125	123.00	0.000298	133	120	128	128	128.00	0.000298
HERVH_19q13.41a	6632	120	115.00	0.00031	276	51	114	116	114.60	0.00031
PABLB_1q31.3a	5063	117	116.00	0.000219	188	82	123	127	125.70	0.000223
HERVE_9q34.3	7408	116	112.00	0.000181	1121	40	120	133	133.44	0.000194
HERVW_21q21.1	7805	114	104.00	0.000267	316	22	130	138	137.95	0.000267
HERVW_6q14.3a	6672	114	107.00	0.000266	214	26	110	118	114.48	0.000263
HERVL_1q31.3a	4225	112	112.00	0.000296	132	86	117	117	117.00	0.000307
MER4_3q29f	3792	111	111.00	0.000424	163	31	109	117	114.50	0.000429
MER61_6q24.1b	2951	111	111.00	0.000313	114	96	112	112	112.33	0.000313
ERV316A3_2q35f	2576	111	108.00	0.000184	118	107	116	117	116.25	0.000188
HERVH_3p13b	5775	110	85.00	0.000174	750	13	75	84	82.37	0.000128
ERV316A3_1p32.3b	3601	109	109.00	0.000202	136	109	110	113	112.20	0.000202
PABLA_2p25.1	3281	108	107.00	0.000242	192	104	110	112	113.58	0.000242
HERVH_7q11.21	7353	106	106.00	0.000172	249	104	107	107	107.08	0.000172
HERVL_1q23.3a	7853	104	102.00	0.000219	586	63	106	111	110.17	0.000231
HML3_3p22.2	6497	103	103.00	0.000319	229	60	108	111	111.14	0.000324
HML2_22q11.23	10839	103	97.00	0.000229	523	38	115	139	147.68	0.000288
HERVP71A_6p22.1	7878	102	102.00	0.000208	197	101	103	108	106.17	0.000214
HERVEA_19p13.11	2255	101	100.00	0.000293	2067	16	101	112	114.32	0.000304
HML6_7p13	1352	100	98.00	0.000281	117	86	103	103	103.05	0.000284
ERVLB4_16p13.3a	2205	100	100.00	8.93e-05	161	100	106	109	109.00	9.65e-05
LTR19_6q25.3a	2206	99	99.00	0.000201	106	79	103	103	103.00	0.000201
HERV9_7q21.13	9405	97	84.00	0.000213	1058	29	132	139	145.01	0.000298
HUERSP3_1p36.13	2564	95	92.00	0.000228	121	83	101	102	103.33	0.00023
HERVH48_2q22.2	6457	95	95.00	0.000185	182	68	95	95	95.00	0.000185
ERV316A3_2q37.1a	3072	94	93.00	0.000234	131	73	121	125	125.00	0.000268
ERVLB4_3p14.2	4181	93	92.00	0.000212	163	89	96	106	106.33	0.000224
HERVIP10FH_6q26b	6221	93	90.00	0.000157	312	42	96	96	96.17	0.000161
HERVFH21_1q23.1	6589	93	92.00	0.000119	112	75	91	92	92.33	0.000119
MER61_5p14.1	5900	89	88.00	0.000265	89	80	89	89	89.00	0.000265
ERV316A3_4p15.32b	1013	89	87.00	8.79e-05	105	86	92	94	93.58	8.8e-05
MER61_Xq21.31a	4981	87	87.00	0.000112	103	80	88	88	88.00	0.000112
HERVE_11p15.4	8183	87	50.00	0.000109	1426	3	69	110	117.92	0.000155
MER41_6q24.1	4627	86	82.00	0.00031	105	72	97	99	97.83	0.000342
HERVL_3q29	5824	86	84.00	0.000141	230	31	89	92	90.18	0.000147
HERVH_19q13.42c	5595	84	55.00	0.000162	1097	4	57	64	66.30	0.000125
HERVE_19p13.2	4373	83	79.00	0.000147	341	65	85	85	85.37	0.000147
HML6_6p22.2	8245	81	79.00	0.000209	198	63	81	86	83.58	0.000209
HML6_19q13.41e	5042	80	78.00	0.000177	162	64	84	84	84.70	0.000183
HML1_19q13.43	8274	77	74.00	0.00019	141	62	80	85	82.83	0.00019
HERVH_Xp22.2c	5233	77	50.00	0.000149	938	9	47	58	54.58	0.000101
MER41_9q21.12	2741	76	75.00	0.000201	83	53	76	76	76.33	0.000201
HERV3_19q13.42b	5096	76	71.00	0.000111	97	61	75	76	77.00	0.000111
HERVH_6q22.1c	6404	76	69.00	8.45e-05	867	17	73	77	81.96	9.25e-05
ERVLB4_11p15.5c	3862	75	75.00	9.33e-05	94	75	75	77	78.00	9.34e-05
ERV316A3_12q21.33h	3501	73	73.00	0.000205	73	73	73	73	73.00	0.000205
ERVLE_1p36.13b	607	73	59.00	8.19e-05	124	0	33	74	67.33	0.000106
HERV3_11p15.5	2280	73	72.00	7.38e-05	157	68	75	79	80.95	7.59e-05
HERVH_10p12.1c	5628	73	71.00	1.48e-05	905	59	70	72	73.64	2.67e-05
HARLEQUIN_5q14.2	6470	72	68.00	0.000247	1343	50	81	99	95.38	0.000275
HERVH_19p13.2d	10147	72	65.00	0.000107	465	29	84	100	98.17	0.000215
HARLEQUIN_1p13.2a	6545	71	68.00	0.000195	1690	19	73	81	77.44	0.000205
HERVL_12q13.12	3552	69	65.00	0.000159	155	15	72	73	73.52	0.00016
HML3_19q13.2	6672	69	61.00	0.000142	513	11	83	86	88.24	0.000173
MER4_22q12.3	6078	67	66.00	0.000151	102	51	74	74	75.50	0.000176
HML2_1q22	9180	66	41.00	0.00019	833	0	12	42	41.98	0.000106
HERVH_7p14.3e	4798	66	42.00	0.000154	1704	5	40	50	52.21	0.000132
HERV4_19q13.43a	1908	66	65.00	0.000134	69	59	67	67	67.00	0.000134
HERVH_11q13.4a	3540	66	39.00	0.000113	478	1	41	51	49.29	9.08e-05
MER4_22p11.2	988	65	40.00	0.000335	508	0	69	157	159.95	0.000351
HERVW_2p16.2	4783	65	57.00	0.000169	137	16	67	67	67.61	0.000172
HERVH_4p16.1a	6311	65	54.00	0.000115	762	6	52	68	66.35	9.62e-05
HERVL66_19p12a	5242	65	65.00	0.000113	211	34	63	64	64.81	0.000119
ERVLE_6p22.1a	1074	64	64.00	0.000159	64	48	64	64	64.00	0.000159
ERVLE_13q21.32b	3350	63	63.00	7.22e-05	136	55	68	68	70.67	7.25e-05
HERV4_1q22b	6763	62	62.00	0.000151	87	62	62	63	62.50	0.000151
ERVLE_22q13.33	4040	62	61.00	0.00012	83	60	66	66	66.67	0.00012
HERVS71_18q21.1	8280	62	58.00	0.000114	335	41	61	65	63.92	0.000121
HML1_15q21.2	3681	61	61.00	0.000124	69	35	61	61	61.50	0.000125
ERVL_21q21.1c	3390	60	60.00	0.00014	60	60	60	60	60.00	0.00014
HERVFRD_16q23.1	4405	59	59.00	3.95e-09	2041	59	163	211	204.50	2.03e-06
HERVE_7p22.1c	8337	58	44.00	0.000137	1128	2	47	53	55.65	0.000129
HERVH_1p31.1a	6396	58	43.00	0.000122	299	22	100	102	102.33	0.000218
HERVS71_19q13.12a	6171	58	51.00	7.97e-05	146	23	63	64	63.99	8.01e-05
HERV3_7q33	4597	58	57.00	6.05e-05	61	57	59	59	59.00	6.05e-05
HML2_8p22	8336	57	57.00	0.000188	89	57	57	58	58.25	0.000188
HERVL74_16q24.3	1295	57	57.00	0.000124	57	57	57	57	57.00	0.000124
HERVH_2p14b	5233	56	27.00	0.000115	1023	2	33	58	50.37	0.000126
HERVH48_Xp11.21	5937	56	56.00	7.43e-05	145	42	57	58	57.87	7.43e-05
ERVLE_2q11.2b	2914	56	56.00	7.39e-05	67	56	56	57	56.75	7.39e-05
HERVIP10F_19q13.41a	2135	55	54.00	9.06e-05	74	53	57	57	57.33	9.07e-05
ERV316A3_10p14b	4512	55	55.00	8.41e-05	57	55	55	55	55.50	8.41e-05
MER4_Xq28b	7705	54	51.00	0.000163	210	46	69	78	78.83	0.000224
HERVL_5p14.1g	6270	54	53.00	0.00013	81	42	54	54	54.50	0.00013
HERV4_13q32.3	10213	54	51.00	0.000107	196	46	67	69	69.33	0.000138
HERVL_1q42.13	2422	54	54.00	0.000104	82	21	55	56	55.76	0.000104
ERV316A3_6p22.1o	5336	54	53.00	8.77e-05	61	28	52	53	53.00	9.05e-05
MER101_16p12.2c	1094	54	0.00	4.62e-05	144	0	1	27	27.04	5.97e-05
HML2_1q21.3	1777	53	46.00	0.000179	121	10	54	56	56.05	0.000174
HERVL_Xq21.31c	6985	53	53.00	0.000168	115	37	56	57	59.11	0.000174
HML6_Xp11.22	4713	53	51.00	0.000152	85	18	49	51	51.08	0.000142
HUERSP1_11p15.4b	7598	53	53.00	0.000128	191	48	54	72	72.57	0.000166
HERVH_19q13.32b	1746	53	52.00	0.000104	70	24	55	55	55.00	0.000104
MER41_16p12.3	2025	52	52.00	0.000191	52	43	52	52	52.00	0.000191
HML6_19q13.41f	7244	52	52.00	0.000111	172	31	53	59	58.65	0.00011
HERVL18_9p24.1	6463	51	51.00	7.35e-05	53	42	52	52	52.00	7.36e-05
HERVFH21_7p21.3	7068	51	51.00	6.87e-05	147	45	62	73	69.45	0.0001
HERVS71_11p15.4	7442	51	36.00	6.25e-05	174	5	43	52	49.22	7.38e-05
HUERSP2_19q13.2	4160	51	49.00	5.34e-05	59	49	56	58	57.25	5.34e-05
HERVFH21_1p34.3	7482	49	47.00	8.12e-05	105	47	51	52	52.92	8.12e-05
HERVP71A_7q35	7974	48	48.00	0.000126	79	46	51	52	53.17	0.000132
HARLEQUIN_7q33a	4695	48	40.00	6.83e-05	1471	18	43	48	49.18	6.69e-05
ERVLE_3q28b	1768	48	48.00	6.62e-05	48	48	48	48	48.00	6.62e-05
HERVFRD_8q12.1c	1451	48	34.00	5.38e-05	51	32	34	41	41.00	5.28e-05
HML3_1q32.1b	5470	47	42.00	0.000129	306	10	46	49	48.46	0.000136
LTR57_22q11.21	1388	47	47.00	0.000125	49	47	47	47	47.00	0.000125
ERV316A3_21q21.1f	2433	47	46.00	0.000109	54	46	48	48	48.00	0.000109
HERVW_11q14.1	5151	47	44.00	0.000108	181	13	50	50	50.64	0.000107
HERVH_11q21a	5711	47	35.00	7.47e-05	599	3	34	41	40.33	6.67e-05
HERVH_13q13.3a	5867	47	28.00	7.08e-05	755	0	29	32	33.96	3.57e-05
HUERSP3B_7p21.3	6918	47	46.00	3.14e-05	48	15	33	38	39.50	3.14e-05
HERVI_15q25.1	2277	46	46.00	0.000148	57	38	47	47	47.00	0.000154
HERVP71A_5q14.3	1159	46	46.00	6.66e-05	46	42	46	46	46.00	6.66e-05
HERVE_8p12a	5099	45	38.00	0.000102	781	6	39	46	47.09	0.000108
HERVH_1p13.2b	5910	45	41.00	9.63e-05	341	7	40	45	45.00	9.79e-05
HERVK11_8p23.1c	7038	45	5.00	8.16e-05	331	0	4	23	32.57	6.62e-05
ERVLB4_17q22c	1963	44	44.00	0.00011	44	43	44	44	44.00	0.00011
MER41_12q13.12	6603	44	37.00	0.000106	159	32	48	52	52.12	0.000107
MER4B_17p11.2c	1382	43	43.00	0.000131	44	5	38	42	40.50	0.000123
HERVH_3p21.31e	5718	43	37.00	0.000104	173	22	49	50	49.59	0.000115
HML3_3q13.33	4383	43	39.00	7.12e-05	282	9	42	44	43.34	7.51e-05
HERVH_16p13.2e	12415	43	25.00	6.38e-05	1096	0	30	37	35.53	5.46e-05
HERVP71A_13q31.3	7261	43	43.00	4.3e-05	124	41	43	43	46.00	4.3e-05
HERV3_19q13.42c	1691	43	43.00	3.64e-05	52	33	49	49	49.00	3.66e-05
HERVL_3p13b	3286	42	39.00	8.08e-05	140	16	45	46	46.63	8.06e-05
HERVH_7q22.3b	8885	42	40.00	4.95e-05	384	33	44	47	46.33	4.97e-05
MER4_19p12a	2211	42	41.00	4.77e-05	55	41	42	42	42.09	4.77e-05
MER101_2q35a	3136	41	41.00	0.000107	42	41	42	42	42.00	0.000107
ERVLB4_Xq26.3a	1476	41	41.00	0.000105	41	39	41	41	41.00	0.000105
HERVL_11p14.1b	3271	41	37.00	9.46e-05	89	20	38	39	39.00	9.59e-05
HERV3_19p13.3	2229	41	41.00	2.96e-05	112	29	41	42	43.83	2.98e-05
HERVP71A_1q44b	6551	40	34.00	9.42e-05	52	29	34	36	37.00	9.21e-05
HUERSP3_1q42.12	3383	40	36.00	1.41e-06	257	35	85	114	113.00	6.72e-05
MER4B_3q21.2	6094	39	39.00	9.74e-05	45	34	39	40	40.33	9.74e-05
HERVIP10FH_Xp21.1	4789	39	32.00	9.45e-05	399	7	38	38	39.54	0.000101
HERVFRD_4p16.3	2847	39	38.00	9.28e-05	44	33	42	42	42.00	9.28e-05
HERVIP10F_3p21.31	6053	39	37.00	9.25e-05	76	26	40	40	40.00	9.32e-05
HERV9_13q33.3	5612	39	34.00	7.97e-05	501	16	61	62	64.19	0.000107
HERVL_7q36.1b	6951	39	39.00	1.42e-12	760	39	161	175	175.57	9.46e-07
ERV316A3_3q12.1d	2707	38	38.00	0.000107	38	38	38	38	38.00	0.000107
HUERSP2_21q22.3	5772	38	38.00	6.96e-05	146	35	42	56	55.17	0.000122
HARLEQUIN_19q13.41	6328	37	27.00	0.000112	1069	4	58	65	64.31	0.000153
HERVW_3p11.1	5586	37	33.00	8.98e-05	231	5	42	42	42.71	8.87e-05
HML3_5p15.33b	3625	36	21.00	9.72e-05	682	6	38	57	58.19	0.000137
ERV316A3_5q11.2f	1049	36	36.00	8.97e-05	36	36	36	36	36.00	8.97e-05
HERVL_Xq22.3b	6042	36	32.00	7.22e-05	103	11	37	38	37.51	8.07e-05
ERVLE_13q11	1848	36	22.00	6.23e-05	7198	11	26	319	308.17	0.000242
HML5_2p23.3	2714	36	36.00	3.54e-05	166	29	47	54	56.17	3.98e-05
HERVL_12q21.1e	1140	35	31.00	7.8e-05	60	22	54	56	55.20	8.2e-05
ERVLB4_12q21.1a	6972	34	34.00	8.99e-05	35	34	34	34	34.00	8.99e-05
HUERSP3B_Xp11.22	3825	34	32.00	7.22e-05	38	10	35	36	35.33	7.76e-05
HERVL40_4q27	2577	34	34.00	7.06e-05	70	34	35	39	38.00	7.06e-05
MER4_14_GL000009v2_random	986	34	26.00	6.25e-05	426	15	35	53	54.62	0.000108
HERV4_19q13.41	2471	34	34.00	5.02e-05	56	31	35	35	35.83	5.03e-05
PRIMA4_10p12.1	20590	33	33.00	0.000119	266	32	33	70	68.70	0.000264
HERVL40_20q11.22	2547	33	33.00	9.96e-05	59	33	33	35	34.33	9.96e-05
ERV316A3_21q21.1g	1227	33	33.00	8.61e-05	33	33	33	33	33.00	8.61e-05
ERV316A3_6p25.1b	1879	33	33.00	4.11e-05	33	33	33	33	33.00	4.11e-05
HML4_17q21.31	28633	32	31.00	9.54e-05	603	29	32	134	126.26	0.000218
MER4_2q21.1d	642	32	20.00	8.66e-05	143	0	5	18	18.10	4.95e-05
ERVLB4_7q22.1b	2529	32	31.00	8.52e-05	38	30	32	33	32.50	8.53e-05
HML1_Xq26.3	2170	32	32.00	7.78e-05	39	16	33	33	33.00	7.85e-05
HML5_13q33.1	4740	32	32.00	7.75e-05	58	30	32	32	32.00	7.75e-05
ERVL_6q24.3	4617	32	31.00	3.36e-05	62	29	31	32	31.75	3.47e-05
ERV316A3_21q22.11b	4560	32	32.00	3.05e-05	117	32	32	34	36.17	3.05e-05
HERVH_4q22.1h	5391	32	30.00	1.37e-07	1598	30	37	44	42.78	1.62e-05
ERV316A3_7p15.3b	4467	31	31.00	8.51e-05	31	31	31	31	31.00	8.51e-05
ERV316A3_6p22.1a	1672	31	31.00	8.1e-05	31	31	31	31	31.00	8.1e-05
HERVK11_22q11.21	6250	31	31.00	7.53e-05	157	19	32	39	36.28	8.09e-05
HERVP71A_4q31.21	2926	31	31.00	6.75e-05	31	24	31	31	31.00	6.75e-05
HERVL18_5q21.2	3309	31	30.00	5.77e-05	31	28	30	30	30.00	5.77e-05
HERVH_19q13.41b	5601	31	18.00	5.43e-05	540	3	17	22	21.79	3.57e-05
HARLEQUIN_11q13.4	7224	31	27.00	3.67e-05	1938	12	37	41	41.06	4.7e-05
MER4_5p12c	1525	30	30.00	7.94e-05	31	29	31	31	31.00	7.94e-05
HERVL_14q22.3b	8452	30	28.00	4.38e-05	464	8	32	77	75.65	8.09e-05
HERVEA_12q21.1	8713	30	29.00	4.23e-05	2323	9	30	39	34.84	4.81e-05
ERVLE_19q13.41a	873	30	30.00	3.73e-05	30	30	30	30	30.00	3.73e-05
MER41_12q13.11	5143	29	29.00	7.2e-05	74	26	30	30	31.12	7.2e-05
MER41_9q22.32	5787	29	29.00	6.5e-05	118	26	28	33	32.78	6.58e-05
HERVL18_6q22.31b	6551	29	29.00	6.09e-05	30	26	29	29	29.00	6.09e-05
HARLEQUIN_1q42.13c	9078	29	26.00	5.74e-05	3572	16	26	27	30.59	5.82e-05
HUERSP3_11q13.4	7846	29	29.00	5.64e-05	58	20	29	33	31.33	5.64e-05
PABLA_19p12b	5980	29	26.00	5.2e-05	41388	22	49	98	99.50	5.41e-05
HML3_16p13.13	6386	29	25.00	4.53e-05	222	12	29	31	31.67	4.97e-05
MER101_12p13.31b	3365	28	28.00	6.96e-05	42	28	28	30	29.17	6.96e-05
MER4B_Xq23a	6662	28	27.00	6.53e-05	381	22	35	52	51.15	7.43e-05
ERVLE_7q31.33a	2188	28	28.00	6.4e-05	28	28	28	28	28.00	6.4e-05
MER4_11p15.4a	8008	28	23.00	6.2e-05	129	15	31	36	35.08	6.74e-05
HML3_19p12b	5677	28	27.00	5.8e-05	288	9	26	26	26.37	5.74e-05
ERV316A3_8q24.13b	3123	28	27.00	5.34e-05	62	27	28	29	29.00	5.37e-05
HERVW_13q21.33	3711	28	24.00	4.91e-05	163	13	39	41	41.01	4.74e-05
MER61_Xq25a	5860	28	28.00	4.36e-05	31	25	28	29	28.33	4.36e-05
ERVLE_5q11.2a	3611	27	27.00	9.99e-05	44	27	27	27	27.83	9.99e-05
HERVL18_2p12	6663	27	27.00	6.15e-05	27	20	26	26	26.50	6.14e-05
