## RunInfo	version:0.6.5	annotated_features:14968	total_fragments:162124633	pair_mapped:112838374	pair_mixed:41848096	single_mapped:0	unmapped:7438163	unique:100130303	ambig:54556167	overlap_unique:555828	overlap_ambig:4629444
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HERVH_20p12.1b	5815	28807	16041.00	0.00544	759668	2939	25996	29291	29288.24	0.00472
HERVH_16p13.12	5479	28507	14375.00	0.00559	779639	2701	30178	32142	32146.46	0.00543
HERVH_10q21.1a	5805	28449	9420.00	0.00424	937503	1855	32500	36142	36122.56	0.00425
HERVH_2p14d	6085	28120	23319.00	0.00734	138230	4356	27930	28435	28459.48	0.00727
HERVH_2p14b	5233	23525	12168.00	0.00535	789066	2244	25023	27778	27815.30	0.00552
HERVH_Yp11.2c	4926	22616	15271.00	0.00424	502600	512	22632	23629	23621.25	0.00421
HERVH_4q22.1i	6157	20982	11703.00	0.0232	537409	1083	13474	14360	14341.90	0.0225
HERVH_Xq21.33a	6270	18964	7073.00	0.0189	672198	869	12840	14331	14295.03	0.0182
HML2_22q11.21	9175	18776	16850.00	0.00518	28277	48	7771	11051	11112.28	0.00223
HERVH_4q27	6003	17437	10008.00	0.00437	834197	2685	19222	22558	22579.14	0.00464
HERVH_8q23.3d	6036	16901	10966.00	0.00231	815426	1789	18904	21470	21569.87	0.00253
HERVH_9q21.33f	6013	14926	6171.00	0.00274	1032364	1706	17687	20480	20505.25	0.00295
HERVH_Xq25b	5723	14048	6698.00	0.00287	816028	1041	16271	18424	18446.99	0.00282
HERV4_11q21	7525	11698	11687.00	0.00252	11776	11585	11721	11728	11727.85	0.00252
HERVH_14q21.1a	5888	11494	6064.00	0.00165	979430	2020	15692	17470	17485.10	0.00209
HERVH_14q21.3b	5742	11467	9994.00	0.00233	90829	2222	11723	11931	11947.58	0.00231
HERVH_3q26.32b	5745	10450	5117.00	0.00113	571787	773	15347	16190	16194.85	0.00119
HARLEQUIN_Yq11.221c	7418	10319	10288.00	4.99e-05	14435	10222	11400	11446	11445.50	5.07e-05
HERVH_1p34.3d	5666	10254	7685.00	0.00135	167285	809	10825	11339	11361.01	0.00126
HERVH_8q13.3b	5724	8930	5945.00	0.00189	864852	829	11176	13402	13462.03	0.00231
HERVH_4q13.1	5808	8885	4406.00	0.00227	869237	1493	11830	13871	13878.74	0.00286
HERVH_6q16.1b	5692	8719	4056.00	0.00155	783510	991	10491	12921	12896.21	0.00166
HERVH_6q23.2f	5868	8425	3865.00	0.00149	835701	1024	11082	13267	13299.72	0.00171
MER4B_11q13.2	4019	8318	8318.00	2.6e-08	70273	8316	37379	40172	40185.08	1.12e-06
HERVH_5q32b	4691	8221	4423.00	0.00259	537131	1322	9341	10484	10471.04	0.00282
HERVH_5p15.2b	4723	7687	4675.00	0.00107	768456	500	11900	14364	14388.00	0.00125
HERVH_19q13.12a	5549	6808	5044.00	0.002	299732	687	6799	7075	7100.87	0.00195
HERVS71_19q13.12a	6171	6776	6593.00	0.000319	7355	5234	7149	7158	7161.22	0.00032
MER61_5p14.1	5900	6728	6725.00	0.00334	6793	6690	6745	6748	6749.00	0.00334
HERVH_2q33.3a	5788	6350	2831.00	0.00276	933740	424	7120	9089	9115.99	0.00325
HERVH_9q31.1	6341	6052	5341.00	0.00121	60106	1804	6307	6375	6372.01	0.00126
HML6_19q13.43b	9597	6014	5887.00	0.00165	7648	5663	6447	6484	6485.60	0.00166
HERVH_5q21.3a	5499	5939	3039.00	0.00226	609611	759	6722	8460	8495.91	0.00226
HERVIP10F_22q13.2	8446	5935	5693.00	6.14e-05	9806	5617	7430	7465	7463.50	6.76e-05
HERVH_2q32.1d	5639	5915	5299.00	0.00169	37604	2917	6283	6395	6395.15	0.00169
HERVH_Xq23f	5489	5795	4543.00	0.00104	173997	851	6032	6157	6170.84	0.00105
HERVH_Xq25a	5782	5728	2824.00	0.00104	716390	382	7821	8684	8680.39	0.00121
HERVH_2p16.1a	6434	5610	2771.00	0.0036	338225	170	6544	6894	6899.07	0.00394
HERVH_2p25.1	6186	5583	3882.00	0.00317	726531	442	5662	6912	6882.93	0.00326
HERVH_3q27.3b	5759	5576	2018.00	0.00117	1061057	613	8408	11914	12009.60	0.00165
HERV9_Yq11.221d	10316	5554	4702.00	0.000288	8475	4034	6720	6734	6736.18	0.000312
HERVH_1p13.2b	5910	5506	4695.00	0.00107	16091	2551	6389	6416	6424.10	0.00108
HERVH_4q22.1f	6060	5252	2938.00	0.00151	558603	619	5926	6609	6588.20	0.00158
HERVIP10F_3p21.31	6053	5151	5136.00	0.000629	5307	4829	5221	5226	5226.58	0.000629
HERVH_8q24.22a	5673	4738	3197.00	0.000391	149142	927	5798	6131	6115.43	0.0004
HERVH_2q32.1b	8208	4715	3283.00	0.00206	544329	404	4952	5898	5858.16	0.00237
HERVH_10q23.31c	5740	4476	1992.00	0.00121	432157	236	5733	6996	7011.00	0.00136
HERVH_7p15.3c	5741	4385	1957.00	0.000963	829604	813	6645	7633	7669.53	0.00143
HUERSP1_6q27	7175	4356	4290.00	0.00113	5255	4143	4900	4940	4939.50	0.00113
HERVH_7q21.3b	5618	4161	3125.00	0.000273	98825	721	4519	4666	4674.16	0.000279
HERVH_6q22.31h	5916	4005	1412.00	0.000351	1059813	284	8332	11747	11813.65	0.00118
HERVH_2q34d	5620	3970	2024.00	0.000516	516202	396	6197	7322	7336.98	0.000901
HERVH_5p15.31b	5752	3705	1554.00	0.000966	724563	286	5297	6476	6469.37	0.00114
HERVH_1q42.2c	5831	3620	1892.00	0.000304	946392	751	6684	8387	8459.84	0.000685
HERVH_1p31.1j	5925	3607	2220.00	0.000761	547164	667	5019	5593	5573.16	0.000817
LTR46_Xq11.1	8410	3573	3566.00	0.000206	3748	3544	3618	3630	3630.00	0.000206
HERVH_10q24.31a	7479	3451	3306.00	0.000727	14757	2571	3919	3956	3955.71	0.000728
HERVH_6q16.1a	5594	3402	1588.00	0.000658	1024052	405	6022	8121	8118.61	0.00139
HERVI_12p13.31	8749	3219	3210.00	0.00223	3263	3172	3225	3228	3228.33	0.00223
HERVH_Xq21.31a	5965	3095	1760.00	0.000502	1025243	663	6011	9042	8996.07	0.00111
HERVH_13q21.1b	5872	3004	1595.00	0.000189	784237	624	8038	10347	10397.53	0.00196
HERVI_18q21.1	9680	2928	2923.00	0.000475	3023	2834	2949	2950	2952.75	0.000475
PABLB_9q34.3	6097	2869	2863.00	9.81e-05	3024	2839	2904	2908	2911.67	9.81e-05
HERVH_Yp11.2b	5641	2830	1232.00	0.000783	474135	260	5413	6706	6683.77	0.0016
HERVH_7q35c	5407	2741	1732.00	0.00178	189384	429	2343	2484	2482.46	0.00174
HERVH_12q22	6029	2658	986.00	0.00273	774820	126	3196	4714	4673.56	0.00286
HERVH_1q42.2a	7879	2641	2166.00	0.0004	140999	278	3192	3514	3544.71	0.000587
HERVH_3q25.2d	6362	2589	2206.00	0.000774	47119	956	2994	3040	3044.14	0.000774
MER101_7q36.1a	4546	2586	2573.00	2.37e-07	21813	2534	3850	3980	3983.67	4.71e-06
HUERSP2_21q22.3	5772	2410	2401.00	0.000275	2946	2376	2495	2523	2518.67	0.000318
ERV316A3_8q13.3a	4749	2358	2357.00	1.76e-09	27940	2357	7143	7485	7496.00	1.06e-06
HERVH_9q33.1b	5738	2161	1292.00	0.000138	372286	157	3646	3990	3972.51	0.000237
HERVH_7p21.1b	5847	2122	1802.00	0.00013	53722	896	2387	2472	2477.07	0.000133
HERVH_4p15.2b	4927	2106	1137.00	0.000523	288752	194	2492	2913	2894.51	0.000585
ERV316A3_18q11.2c	1591	2084	2063.00	0.000658	2160	2051	2126	2131	2130.00	0.000658
HERVH_Xq22.2c	4246	2082	1943.00	0.000313	9423	1044	2227	2256	2254.01	0.000314
HERVE_2q37.1	8132	2065	1631.00	0.000373	3164	1316	2742	2763	2758.28	0.000408
MER41_Xq25b	724	1998	1998.00	0.000439	2022	1986	2008	2009	2010.00	0.000439
HERV3_7q11.21	9613	1986	1978.00	0.000948	2106	1953	2022	2031	2029.50	0.000948
HERVH_1p13.2c	2813	1956	1901.00	0.00216	4327	1853	1926	1941	1937.39	0.00216
ERVLE_15q25.3b	2292	1941	1941.00	6.3e-05	1948	1939	1944	1944	1944.50	6.3e-05
HERVH_6p22.3c	5727	1925	1255.00	0.00023	166780	381	2305	2464	2477.03	0.00024
HML4_8q24.3	11675	1911	1687.00	0.000165	2327	1531	2169	2171	2172.64	0.000168
HERVH_9q22.31a	6526	1857	1856.00	4.86e-05	1913	1807	1869	1870	1870.77	4.86e-05
MER41_Xq25a	3488	1828	1823.00	0.00109	1896	1793	1836	1841	1839.92	0.00109
MER61_12p13.31b	3455	1762	1760.00	0.000721	1792	1700	1766	1771	1769.50	0.000721
HERVH48_21q22.3	9135	1750	1742.00	0.00018	1895	1650	1760	1765	1764.70	0.00018
HERVH_13q14.3c	5741	1726	1349.00	0.0011	108455	261	2175	2310	2301.72	0.00111
HUERSP3_6p21.32	7265	1717	1683.00	8.91e-05	2318	1662	1925	1964	1956.83	0.0001
HERVH_6q23.2c	5765	1686	992.00	0.00145	532949	192	1893	2469	2476.19	0.00151
ERVLB4_17q22c	1963	1652	1652.00	0.000108	1660	1649	1655	1656	1655.50	0.000108
HERVIP10FH_21q22.12	4981	1581	1568.00	0.000245	1639	1385	1604	1608	1606.83	0.000245
HERVH_6q24.1c	6117	1553	828.00	0.000147	743268	355	3506	4622	4575.16	0.000601
HERVK11_8p23.1a	7056	1543	225.00	0.000345	4521	70	766	1124	1140.33	0.000298
HERVW_13q21.1	8112	1535	1446.00	0.000102	3291	668	1772	1787	1786.01	0.000102
MER4B_Xq23a	6662	1512	1476.00	0.000527	1843	1428	1578	1587	1587.37	0.000527
HERVK11_15q15.1	4013	1442	1260.00	0.000362	1993	962	1759	1765	1764.69	0.000373
HML5_12q12a	4958	1430	1426.00	0.000327	1492	1355	1443	1452	1450.37	0.000327
HML5_12q23.1	6097	1428	1427.00	0.000326	1448	1335	1432	1434	1433.50	0.000326
HERVH_16q22.1	9596	1428	797.00	0.000141	775680	299	3339	4874	4860.66	0.000438
HERVS71_8p23.1b	7316	1416	1248.00	0.000139	2315	4	384	860	886.58	7.52e-05
HERVE_8p23.1h	8324	1415	1317.00	0.000826	2123	4	443	824	833.59	0.00065
PRIMA4_12p11.21a	4080	1325	1187.00	1.99e-05	2090	844	1787	1854	1862.00	1.99e-05
HARLEQUIN_17q21.31	7453	1324	1295.00	0.000162	1702	679	1365	1370	1371.89	0.000162
HERVH_7q11.23b	9651	1314	1197.00	0.000523	19345	614	1322	1345	1341.34	0.000523
HERVIP10FH_14q11.2	6143	1283	1254.00	0.000369	1452	853	1321	1323	1323.75	0.000369
HERVH_14q22.1a	3721	1280	1046.00	3.07e-05	570975	420	4035	5513	5540.43	0.000281
HERVFC1_7q11.21	5264	1278	1278.00	2.14e-05	1355	384	1271	1294	1287.07	2.22e-05
HERVH_5q32a	4394	1269	760.00	0.000115	495897	521	2342	2890	2915.73	0.000262
HUERSP3B_16p11.2a	6990	1260	1255.00	3.27e-05	1385	1236	1300	1302	1301.33	3.27e-05
HERVH_21q22.13	4583	1229	1063.00	3.57e-05	42683	450	1455	1500	1494.22	3.63e-05
MER4B_Xq21.33	9585	1214	1206.00	0.000405	1247	1184	1221	1224	1223.00	0.000405
HERVH_2q33.1a	9317	1212	1132.00	4.72e-05	15406	637	1458	1512	1508.35	5.95e-05
MER41_1q44a	2764	1203	1190.00	0.000685	1331	1156	1243	1249	1248.75	0.000685
HERVH_Xq23h	5971	1201	416.00	0.000289	1061616	132	10672	16331	16272.63	0.00165
ERV316A3_4p15.32b	1013	1178	1177.00	1.38e-05	1225	1170	1194	1195	1196.00	1.38e-05
HML3_5p15.33d	4350	1123	1089.00	0.000707	1266	471	1138	1150	1148.79	0.000707
HERVEA_19p13.11	2255	1113	1053.00	0.00162	1234	541	1157	1159	1160.56	0.00162
HERVH_4q22.1j	5701	1109	839.00	5.51e-05	841686	506	3437	5928	5959.54	0.000628
HERVH_19p13.2d	10147	1099	1054.00	0.000192	1648	883	1283	1292	1289.39	0.000194
HARLEQUIN_19p12b	6994	1094	1050.00	0.000185	1459	712	1173	1187	1185.73	0.000184
HUERSP3_6q22.31	9240	1092	1089.00	0.000507	1117	1059	1100	1103	1103.00	0.000507
ERV316A3_7q31.1c	6561	1069	1069.00	4.1e-11	4763	1063	1850	1868	1866.50	4.1e-11
HERVH_4p16.3c	5635	1050	827.00	0.000167	82579	331	1348	1469	1468.46	0.00017
HERVS71_10q21.1	9722	1018	1012.00	4.52e-05	1055	956	1033	1033	1033.00	4.52e-05
HERVH_1q32.3b	4674	1013	271.00	0.00182	780986	113	1462	4140	4246.48	0.00222
HML1_19q13.43	8274	992	989.00	0.000118	1099	957	1014	1020	1018.08	0.000118
HERVH_11q23.3b	3981	984	583.00	4.73e-05	159045	126	1803	1920	1920.62	6.78e-05
HERVH_2q14.1c	5757	980	397.00	0.000446	707444	51	1835	3180	3195.18	0.000709
HERVL74_16q24.3	1295	974	974.00	3.88e-05	979	972	975	975	975.00	3.88e-05
ERVLB4_9q22.33b	2071	973	973.00	0.00183	978	972	976	976	976.00	0.00183
ERV316A3_6q24.1a	6170	972	970.00	0.000115	987	966	977	978	978.50	0.000115
ERVLB4_21q21.3e	3529	970	970.00	0.000249	985	729	974	974	974.00	0.000249
HERVH_19q13.42c	5595	955	716.00	0.00016	150392	168	1131	1332	1348.00	0.000185
HERVH_Xq22.2b	1741	944	871.00	8.94e-05	7762	391	1189	1202	1201.32	8.96e-05
HML6_Xp11.22	4713	937	927.00	0.000107	972	772	946	946	946.00	0.000107
HERVH_5q35.1a	5784	923	639.00	6.75e-05	204764	199	1393	1596	1596.13	9.83e-05
HERVH_6q23.2a	5840	918	486.00	0.000705	587519	116	1258	1689	1692.73	0.000834
HERVH_2p14c	5614	917	499.00	5.38e-05	522241	202	2562	3715	3743.21	0.000153
HERVH_20p12.1c	4810	917	908.00	1.79e-06	732866	746	2956	5709	5680.02	0.000355
HERVK11_4p16.3	7038	893	548.00	4.72e-05	4093	197	1245	1289	1287.96	7.29e-05
HERVL_22q13.31	6914	887	867.00	8.66e-05	1037	617	912	913	913.42	8.66e-05
HML3_5p15.33c	3112	885	846.00	0.000948	1129	306	827	844	845.81	0.000946
HERVK11_8p23.1b	7038	877	1.00	0.00022	4634	1	204	1064	1057.99	0.000265
ERVL_Xp11.22a	5983	875	874.00	0.000125	981	872	879	884	883.58	0.000125
HERVH_17p12	5192	872	384.00	0.000708	288276	100	997	1198	1200.42	0.000723
HML5_2p13.2	7719	866	861.00	0.00135	884	823	864	865	865.50	0.00135
ERVLE_4q22.1b	575	861	860.00	0.00028	870	860	863	863	863.50	0.00028
HERVH_Xp22.32b	5718	819	355.00	0.000211	664186	32	1818	3600	3630.44	0.000398
MER4_Xp22.2d	5765	816	784.00	0.000231	2402	691	868	877	875.53	0.000232
HERVFH21_11p15.4	6144	811	808.00	0.000328	841	791	824	826	825.50	0.000328
HML2_3q12.3	9123	796	489.00	0.00037	14040	143	988	1207	1200.68	0.000434
HERVL_10p13a	6533	796	789.00	0.000159	839	725	810	810	810.96	0.000159
HERVH_Xq23l	5775	793	496.00	4.98e-05	905059	244	3853	6997	6959.98	0.000666
LTR19_6q25.3b	1875	775	773.00	6.91e-05	803	767	782	785	783.50	6.91e-05
MER61_1q31.1a	2510	773	770.00	0.000122	841	753	792	793	794.00	0.000122
HARLEQUIN_5q14.2	6470	771	673.00	0.000221	1087	597	919	922	922.82	0.000219
HERVH_14q11.2b	2213	771	706.00	0.0001	2427	450	817	821	822.06	0.0001
HERVH_12p13.31c	5698	763	527.00	0.00053	173625	92	825	1065	1050.87	0.00053
HERVL_11q12.1c	1268	703	702.00	3.13e-05	713	673	707	707	707.50	3.13e-05
ERV316A3_6p21.33c	5624	701	701.00	0.000814	714	700	702	702	702.00	0.000814
MER101_2q35a	3136	696	695.00	0.000351	705	695	700	700	700.50	0.000351
HUERSP3B_Xp11.22	3825	689	688.00	0.000215	720	547	699	700	700.67	0.000215
HERVE_19p13.2	4373	675	674.00	1.84e-05	690	661	677	679	678.00	1.84e-05
MER4_Xq21.31c	4199	675	674.00	2.59e-10	3659	672	1496	1524	1528.00	8.56e-08
HML1_11q13.4	8585	674	664.00	0.000244	766	641	682	682	683.67	0.000244
HERVH_14q24.2a	8443	668	541.00	8.32e-05	72600	152	733	863	845.34	8.7e-05
HML3_19q13.2	6672	666	627.00	9.18e-05	926	584	691	691	691.33	9.18e-05
HERVS71_7p14.3	10030	664	662.00	3.87e-06	722	618	696	696	697.00	3.87e-06
HERVH_5q23.2d	5705	661	463.00	9.26e-05	131105	102	843	1022	1006.23	0.000136
HERVH_14q21.3c	5887	658	476.00	0.000111	128351	211	905	1039	1030.61	0.000119
HML2_11q23.3	9160	657	485.00	0.00138	18537	91	947	1065	1075.36	0.00114
HERVH_19p13.2c	6219	653	641.00	0.00167	881	545	648	650	649.66	0.00167
HERV4_19q13.43a	1908	653	653.00	7.19e-05	657	652	653	653	654.50	7.19e-05
MER4_19p12a	2211	653	647.00	3.91e-05	951	625	775	810	810.83	3.91e-05
HERVH_10p14b	5871	642	397.00	0.000189	658034	118	1707	2520	2515.35	0.00038
MER34B_22q13.31	1598	639	638.00	1.74e-05	737	636	656	663	659.37	1.74e-05
HERVH48_19p12b	6266	631	628.00	3.55e-05	687	609	647	648	648.33	3.78e-05
HERVH_22q12.1	2822	631	627.00	4.06e-10	518229	572	1210	3006	3051.56	0.000557
MER4B_Xq26.2a	3065	611	610.00	0.000603	649	601	629	630	631.00	0.000603
HERV3_19p13.3	2229	604	577.00	0.000312	837	528	665	667	668.83	0.000312
HERVL_7p21.3a	6266	594	589.00	6.92e-05	660	495	593	593	593.00	6.92e-05
HERVW_1p33a	5545	592	556.00	2.44e-05	1129	317	637	637	639.06	2.51e-05
HUERSP3_1p36.13	2564	590	589.00	0.00138	625	586	595	596	597.08	0.00138
ERV316A3_21q22.3e	6349	583	581.00	0.000127	616	579	585	586	585.33	0.000127
MER4_3q29f	3792	583	578.00	7.82e-05	685	321	615	629	627.50	7.55e-05
MER4_9q22.31a	3453	576	573.00	0.000193	627	551	585	586	587.00	0.000193
PRIMA41_4q13.3	10898	570	568.00	2.87e-08	1556	562	687	700	697.00	2.87e-08
HERVH_7q31.1a	5846	569	409.00	8.44e-06	123080	143	1043	1156	1167.26	1.9e-05
HERVE_11p15.4	8183	567	379.00	0.000178	1972	38	490	511	512.19	0.000172
HARLEQUIN_1p13.2a	6545	567	551.00	0.000108	693	429	576	576	577.04	0.000108
HML4_17q21.31	28633	565	558.00	2.73e-05	1715	515	597	873	892.21	3.94e-05
HERV3_7q34a	9392	554	554.00	3.97e-05	572	553	558	558	558.00	3.97e-05
HERVH_7q11.21	7353	549	548.00	1.49e-06	560	546	554	555	555.02	1.49e-06
HARLEQUIN_21q22.3b	6006	529	515.00	0.000218	761	273	532	534	534.00	0.000218
HERVL18_9p24.1	6463	523	523.00	5.86e-05	531	507	525	525	525.33	5.86e-05
MER4_9q22.31b	2480	517	514.00	0.000124	617	498	536	539	539.33	0.000124
ERV316A3_5p14.3d	6365	514	514.00	0.000109	518	513	515	515	515.00	0.000109
HERVH_14q32.12a	8067	513	473.00	8.17e-05	5480	244	510	517	519.34	8.17e-05
HUERSP3_11p15.1	8314	513	512.00	1.1e-05	532	511	517	520	519.00	1.1e-05
HERVE_12p13.31a	8319	512	356.00	0.000124	1860	36	475	497	498.94	0.000124
HERV3_19p12b	10503	507	507.00	9.76e-05	602	503	513	516	515.00	9.76e-05
MER61_19p12c	1881	499	497.00	0.000669	535	486	509	511	510.00	0.000669
MER41_22q12.3e	7271	496	495.00	0.000284	522	493	501	503	503.50	0.000284
PABLB_7q11.21	8956	495	495.00	4.74e-05	622	494	534	544	541.50	4.74e-05
HUERSP3_11p13	9664	492	491.00	0.000204	563	482	499	501	502.12	0.000204
HERVH_4q28.3a	5860	492	380.00	2.6e-05	84897	142	694	736	746.02	2.78e-05
HERVL_1q42.13	2422	486	481.00	5.88e-05	504	443	489	489	489.53	5.88e-05
ERV316A3_1p32.3b	3601	483	483.00	1.21e-05	518	483	491	491	491.00	1.21e-05
HERVH_2q32.1c	5787	475	287.00	7.72e-05	382835	109	1123	1547	1536.09	0.000124
HERVW_2p22.3	7034	470	431.00	0.00018	819	230	468	472	470.52	0.00018
HUERSP3B_16p11.2b	3541	460	458.00	2.24e-05	665	451	493	499	497.00	2.24e-05
ERVLE_22q13.33	4040	458	458.00	8.85e-05	491	458	465	466	465.50	8.85e-05
HERVL_9q32	3725	458	456.00	4.84e-05	550	375	463	465	465.17	4.84e-05
HERVH_16p13.2e	12415	456	337.00	4.79e-05	385537	134	841	1304	1288.14	7.3e-05
HERVH_19q13.41a	6632	455	450.00	3.43e-05	5110	376	473	481	481.22	3.43e-05
MER4_Yq11.221b	7441	452	446.00	5.64e-05	540	387	466	473	472.00	5.64e-05
HERVH_6q22.1c	6404	451	423.00	1.03e-05	14029	199	614	650	647.78	1.27e-05
HERVW_4p13	7459	443	406.00	5.34e-05	1009	357	569	570	570.33	5.38e-05
HERVH_8p23.1c	3538	440	33.00	3.92e-05	24834	0	105	311	308.55	3.22e-05
HERVL_12p13.1c	12387	439	437.00	0.000114	469	410	447	449	448.00	0.000114
HERVW_7q31.32	5941	434	429.00	4.29e-05	545	305	440	441	441.37	4.29e-05
HERVH_6p22.3a	5882	424	199.00	0.000573	229679	74	386	660	660.16	0.000584
HML3_1q21.3a	5140	424	413.00	5.51e-05	635	190	440	440	440.25	5.51e-05
HERVH48_Xp11.21	5937	424	424.00	8.83e-06	440	404	428	428	428.00	8.83e-06
HML6_19q13.41f	7244	417	414.00	0.000512	477	315	415	416	416.00	0.000512
HERVH48_5p12	2953	417	415.00	5.43e-05	432	362	418	418	418.50	5.43e-05
HERVH_3p22.1a	5787	413	273.00	9.42e-05	170769	76	631	750	756.89	9.84e-05
HML3_13q12.11a	4909	407	383.00	0.00011	704	156	454	455	457.20	0.000104
MER41_Xq21.33b	4545	405	404.00	0.00163	424	402	412	414	413.00	0.00163
MER4B_2q31.1	3655	394	392.00	2.15e-11	2023	384	621	625	627.00	1.01e-07
HERVH_2q24.1c	5761	388	316.00	3.7e-05	144276	199	556	712	700.53	4.76e-05
HERV3_19q13.42b	5096	385	384.00	3.84e-05	425	253	362	365	366.06	3.84e-05
HERVS71_4p16.3	7334	381	318.00	0.00023	1661	28	360	373	372.85	0.000229
HERVH_4p16.1a	6311	375	285.00	0.000302	157156	90	355	490	498.92	0.000306
PABLA_16p13.3b	1739	374	372.00	3.22e-05	440	362	386	387	387.33	3.22e-05
HERVH_12q21.31	5770	374	255.00	2.44e-05	260280	112	680	946	922.19	5.32e-05
HERVH_Xq26.2	5740	373	298.00	1.53e-05	131725	88	408	522	529.15	4.07e-05
HERVFH21_16p11.2	6994	370	369.00	5.18e-05	528	362	377	381	379.53	5.18e-05
HERVH_19p12a	9095	369	241.00	0.000112	198088	46	457	669	669.84	0.000144
ERVLB4_3p21.31a	4979	369	367.00	6.94e-05	562	363	405	409	408.00	6.98e-05
HERVH_15q26.2a	5831	368	255.00	6.07e-05	728421	128	2861	4618	4678.44	0.000297
HARLEQUIN_21q22.3a	5582	358	335.00	0.000263	739	215	413	415	415.46	0.000268
HERVH_11q25a	5745	357	297.00	6.28e-05	64450	149	422	464	463.40	6.34e-05
HERVH_4q31.21b	4681	353	237.00	7.4e-05	332303	55	728	1426	1433.60	0.000204
LTR19_6q25.3a	2206	348	348.00	1.39e-05	352	343	351	351	351.00	1.39e-05
MER41_6p21.32	3164	342	340.00	1.31e-06	485	339	354	356	355.50	1.31e-06
HML6_19q13.41c	4551	340	340.00	0.000297	352	329	339	339	340.00	0.000297
ERVLB4_2q37.3b	1622	337	337.00	1.15e-05	354	336	342	342	342.00	1.15e-05
HERVH_1p31.1a	6396	337	321.00	1.13e-05	7810	269	620	629	629.95	1.15e-05
PRIMA41_19p12d	3328	336	334.00	2.65e-05	393	325	344	345	345.00	2.65e-05
ERVLE_3q29b	2648	334	334.00	0.000546	340	334	335	336	336.00	0.000546
HERV4_1q22b	6763	330	330.00	2.77e-05	363	328	331	334	332.50	2.77e-05
PRIMA4_10p12.1	20590	329	327.00	0.000145	1062	323	345	356	355.92	0.000149
HERVH_5p14.3a	5756	329	217.00	2.12e-06	665837	100	2218	2912	2897.34	0.00015
ERV316A3_6p25.1b	1879	327	327.00	6.77e-06	329	327	327	327	327.00	6.77e-06
HERVIP10F_1p36.21	9337	326	326.00	1.44e-05	533	293	348	350	348.50	1.44e-05
MER41_1q44b	3137	324	321.00	4.66e-06	450	318	358	360	359.33	4.66e-06
